NVMe_total_util,CPU,Memory_used,NVMe_from_transfer,num_workers
0.1280941176474752,0.047272727265954044,0.9090945969230769,0.00017252351999999998,0.01
0.18277647059191676,0.06654545448043131,0.9108054646153846,0.01289797632,0.01
0.1644235294093104,0.060181818157434466,0.9109160566153847,0.013311180799999999,0.01
0.09901176470824902,0.06709090921689163,0.9105373341538462,0.014354350080000002,0.01
0.10409411764703691,0.05436363640156658,0.9091739963076924,0.015372615680000002,0.01
0.09270588235162636,0.0525454545224255,0.9089657304615385,0.0131432448,0.01
0.10418823529308771,0.038909090987660704,0.909103104,0.013761904640000001,0.01
0.12687058823237968,0.0496363637122241,0.9087265870769231,0.01352712192,0.01
0.12272941176231733,0.04618181813169609,0.9090848295384616,0.013221888000000001,0.01
0.13336470588110386,0.051636363633654335,0.9089487163076924,0.0152666112,0.01
0.14776470588027116,0.042909090796654864,0.9090517464615384,0.015414558720000002,0.01
0.2127058823565569,0.07181818187236785,0.9108940012307692,0.015323627520000003,0.01
0.20320000000133673,0.07072727270424367,0.9105650609230769,0.0130646016,0.01
0.20752941176897902,0.07945454543964431,0.9106271310769231,0.014795407359999999,0.01
0.21712941175929326,0.060181818191300744,0.9111073083076923,0.013317406720000001,0.01
0.25148235294310495,0.07018181823871351,0.9110735950769231,0.013945405440000001,0.01
0.24301176470266117,0.06018181819130072,0.9112194756923077,0.01246691328,0.01
0.25195294117883726,0.06945454535836525,0.9089824295384615,0.013904609279999999,0.01
0.21289411764865845,0.0470909090543335,0.9090914461538462,0.013096714240000001,0.01
0.07689411765074029,0.04563636359843342,0.9092096,0.01204748288,0.01
0.08357647059156614,0.04036363644356078,0.9092782867692307,0.013611007999999997,0.01
0.07905882353730062,0.06254545456983827,0.9109863187692308,0.013480099839999997,0.01
0.10682352940990207,0.05454545461318709,0.9110893489230769,0.01373569024,0.01
0.19830588235465044,0.08072727278552272,0.9111876529230769,0.0137682944,0.01
0.19952941176152844,0.06163636361333458,0.9098819741538462,0.013799751680000001,0.01
0.193129411758855,0.0630909091708335,0.9098514116923077,0.0122257408,0.01
0.1822117647046552,0.052545454488559226,0.9105852258461539,0.013474693120000002,0.01
0.1184941176462042,0.04763636362146249,0.9106989686153846,0.013883637760000003,0.01
0.11501176470397588,0.04327272721989588,0.9107723815384615,0.013274316800000002,0.01
0.1187764705870958,0.050727272778749444,0.9107622990769231,0.01436024832,0.01
0.1228235294083681,0.03854545442895456,0.9092697796923077,0.014229667839999998,0.01
0.12734117647632956,0.0634545454586094,0.9093728098461539,0.01347878912,0.01
0.12687058823785802,0.06327272731472146,0.9095653218461538,0.013557432319999998,0.01
0.1335529411841622,0.0720000000501221,0.9096768590769231,0.013694894079999999,0.01
0.1283764705828884,0.05181818184527485,0.9099604283076923,0.01394081792,0.01
0.13279999999384234,0.055272727222605206,0.909934907076923,0.01386151936,0.01
0.12884705882683833,0.046363636309450326,0.90998784,0.013647708159999999,0.01
0.13138823529212354,0.0483636364340782,0.9100729107692308,0.013967523839999997,0.01
0.14352941176415804,0.04436363632028751,0.9100168270769231,0.013651804160000003,0.01
0.18343529411701157,0.05654545453461734,0.9092039286153846,0.01171636224,0.01
0.18870588235885782,0.053090909089554446,0.9093094793846154,0.01317060608,0.01
0.1831529411733808,0.06872727271508085,0.9110121550769231,0.0118063104,0.01
0.1728000000009642,0.06181818175722253,0.9111123495384615,0.01277100032,0.01
0.1251764705952476,0.070909091017463,0.9112182153846153,0.01239465984,0.01
0.1225411764702157,0.057090908966281224,0.9114872910769231,0.01234108416,0.01
0.13044705882887628,0.05454545447772197,0.909856768,0.0134316032,0.01
0.1304470588261371,0.041454545577818684,0.9091557218461539,0.014575697920000002,0.01
0.12028235293760459,0.05199999985369768,0.9092411076923077,0.014187233279999998,0.01
0.1168941176469054,0.04709090918979861,0.909348864,0.01431240704,0.01
0.10842352941194,0.05363636365668341,0.9095961993846153,0.011933286400000001,0.01
0.11039999999818119,0.03690909089689907,0.9090678153846153,0.01427636224,0.01
0.08602352941080052,0.0543636364015666,0.9107654498461538,0.014569308159999999,0.01
0.08178823529194822,0.06218181814659726,0.9111435421538462,0.014192967680000002,0.01
0.08141176470500582,0.06672727272591811,0.9111955298461538,0.013710622720000001,0.01
0.11623529411907144,0.05672727271237157,0.9114056861538462,0.013987348480000002,0.01
0.25430588234928164,0.06763636358082295,0.9114208098461538,0.012928942079999997,0.01
0.25750588235609667,0.06000000001354652,0.9114674412307693,0.01406189568,0.01
0.25458823529291247,0.06163636378266593,0.9115597587692308,0.01344208896,0.01
0.24498823529985897,0.052545454590158025,0.9100577870769231,0.01255604224,0.01
0.22870588235228376,0.062363636493682845,0.9101494744615385,0.012562432,0.01
0.2266352941172526,0.05945454544641757,0.9103583704615384,0.012508856320000001,0.01
0.23755294117966994,0.07909090918573468,0.9111577206153846,0.014307164160000002,0.01
0.20621176470509345,0.0645454544912685,0.9111791458461539,0.0129818624,0.01
0.13110588235397114,0.07090909098359671,0.9111763101538461,0.013814661119999998,0.01
0.13120000000002188,0.05709090910174633,0.9114151384615384,0.014155120640000001,0.01
0.12527058823855916,0.054545454579320814,0.9098797686153847,0.0123789312,0.01
0.13562352940823666,0.042181818085637986,0.9098151778461538,0.0121167872,0.01
0.21289411764318014,0.061454545503312884,0.9115124972307692,0.014113177600000002,0.01
0.20291764705770596,0.05418181825767863,0.9116085956923077,0.01204813824,0.01
0.2135529411764925,0.06072727275842971,0.9117053243076924,0.014014709759999999,0.01
0.22108235294273232,0.04963636371222408,0.9101913796923077,0.0131432448,0.01
0.27877647058819155,0.07636363641782241,0.9092631630769231,0.01284964352,0.01
0.2767999999937328,0.07818181816149844,0.9094928541538462,0.01327546368,0.01
0.28169411764315827,0.08836363625120038,0.9095489378461539,0.013767147519999998,0.01
0.26155294117462985,0.0641818183389577,0.9098725218461539,0.01254555648,0.01
0.21242352941018697,0.06709090904756025,0.9098517267692308,0.01260437504,0.01
0.21402352941222494,0.05636363632299684,0.9095423212307693,0.013663109120000001,0.01
0.21524705881910292,0.05945454558188265,0.9095691027692308,0.01368850432,0.01
0.18785882352796546,0.047636363519863625,0.909676544,0.012169216000000002,0.01
0.10682352941538042,0.048363636264746816,0.9097978486153846,0.0138207232,0.01
0.11049411764971036,0.044000000066377914,0.9094424418461539,0.014532607999999997,0.01
0.10757647058926523,0.060909090936183935,0.9111492135384616,0.014145290239999997,0.01
