NVMe_from_ceph,NVMe_from_transfer,NVMe_total_util,Packet_losses,CPU,Memory_used,Goodput,network_throughput,num_workers
0.0,0.0014156719781318755,0.011600773385800423,0.0866724448296553,2.1322754850317147,75952128.0,0.0,0.009320156277085136,63
2.2186666666666665e-05,0.02220250453333333,0.06926666666646876,0.08666666666666667,2.027333333327745,532586495.99999994,2728467114.666666,0.057876089933333326,63
1.1436468906666664,1.0194711893333337,2.2488666666666783,4.113333333333333,3.67133333333768,532586495.99999994,4618335573.333333,1.0310216792666669,63
1.342963712,0.7207662933333333,2.405066666666244,3.693333333333333,3.5939999999944114,533352447.99999994,2939011583.9999995,0.7380596352000001,63
1.3414782293333334,0.8105754624000001,2.5102000000003803,4.233333333333333,3.7260000000086926,533352447.99999994,4626670933.333334,0.8153049356666666,63
1.3433132373333334,0.8097983146666666,2.509399999999732,4.446666666666667,3.716000000014901,532623360.0,3643727360.0000005,0.8555659402666668,63
0.3677006506666667,0.8220144981333335,2.110800000000745,3.753333333333333,3.619333333304773,533803008.0,4475195392.000001,0.8264066586000001,63
0.19967726933333327,0.9403219968000001,2.2514666666659955,4.573333333333332,3.7219999999894444,533803008.0,5620998144.0,0.9746160938666668,63
0.19922944,1.199915281066667,2.2932000000005552,5.233333333333333,3.8406666666890175,533803008.0,5260549685.117666,1.1978111748666662,63
0.19935120516403806,0.944846646702602,2.4304252345766058,4.292273906967459,3.740999534187318,535076864.0,4846512359.369761,0.9777129572103548,63
0.6183748133306618,2.1838343899018233,4.0272490482875964,3.3994523475589387,5.072730915627642,535076864.0,16710169941.333338,2.049206104053964,63
0.6926609066666667,3.5113888426666664,5.88746666666654,9.833333333333332,6.4306666666797065,541802496.0,17677513045.333332,3.616760713933333,63
0.69206016,3.4544888490666668,5.7964666666676425,4.386666666666667,6.336666666654249,540082176.0,19647310939.874683,3.4651702022000004,63
0.6939144430371308,3.2795482327844816,5.72348510099231,2.5331644557029533,6.288780747955103,540082176.0,17451158479.797306,3.284882367642157,63
1.4545146430709863,4.1979332015168636,6.719712593972512,2.1688510411815582,7.137116625642202,540082176.0,14294693205.333334,4.375319974718914,63
1.5852496866858172,2.5347878051974075,4.845347050572075,3.7811477052575326,5.677867593024964,543199232.0,14003242487.5025,2.408972838065336,63
1.5838048723248213,2.688512375491699,4.86285752383408,3.113540902726849,5.599839989332622,543199232.0,19411572725.211708,2.7660108133875587,63
1.585774592,4.419446920533333,6.8634666666665005,1.0933333333333335,7.354000000003724,541528064.0,14661966905.7459,4.561672292266667,63
1.998585856,2.4594358272,5.040666666667192,4.093333333333333,5.755999999990066,541528064.0,13184068958.527805,2.3419717562666675,63
2.077240706260032,3.301509547351525,5.8887439807384165,8.000601926163723,6.544341894060061,542089216.0,21044350805.333332,3.4475922483447032,63
2.0754803179650243,4.333363281399047,6.617647058823385,1.718998410174881,7.140500794944949,542089216.0,20769445205.333336,4.588639210751191,63
2.079042218666667,3.879343445333333,6.54840000000016,3.1266666666666665,7.040666666642451,541331456.0,17101065863.218237,3.8148959590666665,63
0.38727406933333336,3.453954730666667,6.061533333332528,2.6466666666666665,6.5893333333544435,541331456.0,14799771361.514866,3.4896427277999997,63
0.08405523898406772,3.0184055014999,5.2259849343384674,3.5930937937470846,6.136124258385258,542642176.0,18165531306.66667,3.1501629592693816,63
0.08625112607507167,3.4394840317354487,5.603706913793961,2.4001600106673773,6.297219814651827,542642176.0,15491611561.919914,3.366033457830522,63
0.08388608,3.3744584704,5.548933333333602,2.8266666666666667,6.293333333296079,540057600.0,22126190185.0362,3.4895562430666667,63
1.2961054720000005,4.294830216533333,6.642599999998735,1.22,7.306000000021111,540057600.0,16227247445.333332,4.2664293385333325,63
1.5113475413333333,2.9750304768,5.5034000000014185,4.553333333333333,6.211333333328367,543494144.0,15313607401.186432,3.0136404037333326,63
1.5108232533333334,3.362973559466667,5.653199999998711,2.773333333333333,6.30400000003477,543494144.0,20207534200.17337,3.3897109427333327,63
1.5102400319765503,3.810243764705882,6.339151289055612,2.2716674438744917,6.783558723586558,542601216.0,12289107285.333334,3.7988796206781696,63
0.5612796157181933,2.5957083535926344,4.297484822203007,3.289078657682301,5.390086063121028,542601216.0,19621931178.666668,2.698137365201148,63
0.38797312,4.304059323733335,6.663666666666782,1.1733333333333331,7.195999999996276,543154176.0,18317216426.666664,4.3438581552,63
0.3903214933333333,3.2344216917333326,5.556599999999646,4.5600000000000005,6.387333333337059,543154176.0,16840857770.666664,3.2302841974666667,63
0.38797312,3.7744457045333344,6.263066666666902,2.493333333333333,6.773333333308496,542658560.0,23427069269.33333,4.027372112866667,63
0.6489265493333333,4.697593173333333,7.105533333333732,0.9266666666666667,7.436000000018005,542658560.0,15204056063.999998,4.7092032972,63
0.692212279230718,2.2354028348971853,4.243361948491707,3.4870566313968188,5.17508484726251,540635136.0,17840170325.333332,2.067698511013509,63
0.69348319241301,3.6994454850731318,6.363721365124352,2.1505376344086016,6.905362986731802,540635136.0,17869741397.33333,3.909409558004408,63
0.69206016,4.2070581248000005,6.505399999999888,1.62,7.003999999988202,541188096.0000001,14749197653.333338,4.3618522189333335,63
0.6930322773333334,3.2745499306666663,5.847866666667203,3.713333333333333,6.61866666666853,541188096.0000001,24506766336.0,3.2686769504666677,63
0.6927130297980134,3.938999590960601,5.897073528430923,1.459902673155123,6.474768348768678,546217984.0,13928383829.333328,4.0062335890940615,63
0.6941228909889524,3.6913146002928263,6.174830294156518,2.2294689205377347,6.6170637561541366,546217984.0,13463278421.33334,3.710272325569013,63
0.6919074921525413,2.949769429239297,4.8907366593200665,2.157216322714219,5.723235156640744,541528064.0,23705733802.666664,2.9681288899352163,63
1.294696448,3.7449760768,5.861000000000542,2.14,6.616666666651144,541528064.0,16252698965.333338,3.672270143733333,63
1.3945131124591696,3.5997325063662418,5.9090060662624655,2.6464902339844008,6.52343177119042,541347840.0,19352567808.0,3.749051629291381,63
1.3975937595839718,3.429321997466497,5.7378491899458695,2.9001933462230807,6.451896793136928,541347840.0,14561891840.0,3.342639536635776,63
1.3955892726425767,2.733923950222932,5.371997071936599,4.3920942303853066,5.971651028135077,544231424.0,18523886933.333332,2.705811438876689,63
