NVMe_from_ceph,NVMe_from_transfer,NVMe_total_util,Packet_losses,CPU,Memory_used,Goodput,network_throughput,num_workers
0.0,0.0015029589333333331,0.01346666666601474,0.02,1.2953333333755532,108830720.0,0.0,0.0006202140666666668,86
0.03777309953996934,0.32182751810120663,0.43936262417665256,1.2734182278818589,1.6849123275679778,108830720.0,4738240533.297779,0.29095033802253484,86
1.3413888034131056,1.053681460169322,2.6583561095944326,5.512965802279848,3.2309846010241143,574590976.0,3997221105.4070272,1.0602508185454305,86
1.3422209706666666,0.8184173909333334,2.6050666666706093,4.553333333333333,3.0706666666393483,574590976.0,4563092060.529299,0.8427834956666667,86
1.343664958997267,0.6875545217681178,2.268351223406232,3.8735915727715184,2.758983932239797,568442880.0,3707334686.312422,0.6751186246416429,86
1.3092783041130591,0.759211798680088,2.4988334111088757,4.066395573628425,2.958336111057557,568442880.0,2696459093.333333,0.7702187388840744,86
0.1992427228481899,0.7843915098339888,2.191746116412355,3.8335889059270607,2.8256550435851326,566738944.0,4921811868.542096,0.8005088231215414,86
0.19925984667688826,0.9421630067328844,2.674355042998251,5.119658689420705,3.3509766015449958,568803328.0,4176045476.60312,0.9451883877741484,86
0.19924272284818986,0.8559869900660044,2.479098606566569,4.39362624174945,3.0036669111000878,568803328.0,4691270584.783624,0.8362417081805452,86
0.2125409239384041,0.8572845266315581,2.5294980334649013,4.259716018932071,3.038330777968003,568803328.0,4319716010.666666,0.8956308015465636,86
0.692106300420028,0.7760408475231682,2.478765251024744,3.626908460564037,3.0256683778695064,573747200.0,11016264362.666666,0.7419749507967197,86
0.6920577134857677,2.886586713952403,5.0145323645050315,3.5197653489767355,5.434837677582536,573747200.0,9681066497.723225,2.6838971168588763,86
0.692106300420028,3.005474886592439,5.152476831785339,2.5335022334822317,5.573171544744816,579428352.0,19334285517.241383,3.21409206660444,86
0.7144258436104259,3.4569024934337715,5.745416972196392,4.119725351643224,6.032797813431918,579428352.0,14160286890.666664,3.332802288047464,86
1.5820571291419423,2.4391845216347763,4.9381292086203965,5.213680912060804,5.272484832250127,579522560.0,12665445963.064203,2.4697456295086337,86
1.583393450666667,1.965509563733333,4.193266666665052,5.053333333333333,4.583333333395421,579485696.0,18381662150.5233,1.9248103140666664,86
1.5833497600000004,4.141199906133334,6.4672666666718825,2.6133333333333333,6.823999999960263,579485696.0,15838957583.838926,4.258202729533333,86
1.605064021333333,3.440807389866668,5.988666666663872,4.953333333333333,6.283333333457509,580440064.0,12132933047.130198,3.4268578376666663,86
2.07618048,2.1550656170666667,4.5384666666660145,5.513333333333334,4.807333333355683,580440064.0,16003147132.475496,2.0653304185333328,86
2.0781827771481898,3.6278783419772016,5.996666888874447,3.6330911272581834,6.436104259718503,580440064.0,17084667221.333332,3.840829309779348,86
2.074221609440629,3.097562928728581,5.461830788724496,5.000333355557037,5.845856390391258,579473408.0,9641867946.666664,2.9978361362757524,86
2.020999168,2.787042645333333,5.001066666663005,4.613333333333333,5.384666666636862,579473408.0,18992029945.22537,2.9394713488,86
0.08402496423841059,3.4799407131125832,5.862582781454643,4.4238410596026485,6.1602649006449814,580136960.0,19391893785.950024,3.4059155820529803,86
0.08378931543624163,3.4234389991946297,6.083892617447321,4.228187919463088,6.351677852439,580136960.0,14118197930.666662,3.4405455487919463,86
0.08388608,3.1186157568,5.179733333340847,4.08,5.598666666572293,580395008.0,14831337984.000002,3.226080341466667,86
0.11811416233506596,2.9154624315607087,5.3284019725432605,5.870984939357588,5.6389444221889065,580395008.0,16301152191.872084,2.777132487271757,86
1.510553661464586,3.0648367805788985,5.4953314659156325,7.262905162064827,5.8471388555869375,578056192.0,16093164189.459639,3.211676053688142,86
1.5096208375940714,2.997341122996496,5.238237490666386,4.745217441259262,5.672200838768715,578056192.0,16498603349.333336,2.9786829341069683,86
1.510455700786151,4.043272416104185,6.541491304691383,2.8984356388469785,6.831890733023789,578727936.0,16712552448.000002,4.226390039704596,86
