NVMe_from_ceph,NVMe_from_transfer,NVMe_total_util,Packet_losses,CPU,Memory_used,Goodput,network_throughput,num_workers
0.0,0.0016688722085194318,0.014465702286793612,0.09332711152589827,1.1217918805301217,55820287.99999999,1000277.3333333333,0.0003659443370441971,35
2.184678978598573e-05,0.13292624628308553,0.2148143209553202,0.24001600106673776,1.3248883258809423,55820287.99999999,682517845.3333334,0.11947146023068204,35
0.8032092159999998,0.7518642176000001,1.8946000000001129,2.94,2.6520000000173845,510455808.0,4310291613.5909395,0.7662556164666668,35
1.34152192,0.9497630037333332,2.5648000000005897,11.173333333333332,3.0846666666368643,510455808.0,4923997833.07759,0.9597503886,35
1.34217728,0.9714985642666664,2.7651333333318084,3.64,3.1146666666803267,513773567.99999994,4345824497.033531,0.9523113681333332,35
1.3422209706666666,0.6623666175999999,2.064200000001195,2.5333333333333328,2.6100000000093133,513773567.99999994,3350842026.6666665,0.6876255815333332,35
0.6592047786666668,0.7870930944000001,1.9231333333329528,2.666666666666667,2.541333333340784,514277376.0,3994067285.333333,0.7793097683333333,35
0.19927313066666666,0.7803404288,2.247066666666554,3.1,2.776000000008692,514277376.0,4167114257.914028,0.7962480533333334,35
0.19922944,0.7120459093333333,1.7532666666661196,2.813333333333333,2.5133333333147068,514519040.00000006,3407867219.7399135,0.7198029679333332,35
0.19927313066666666,0.6824198144,1.9300000000012607,2.5666666666666678,2.57666666667598,514519040.00000006,3623003477.333334,0.6759876182666668,35
0.4952637292652056,0.9215828094064352,2.3316900939304035,2.971154486709746,2.8890813403522717,517091328.0,4541951180.745382,0.9255066758377192,35
0.6926117659617053,2.115098541063446,4.4935619454266025,1.2742677963840152,5.1298952565357405,517091328.0,12899247445.333332,2.0848916576823004,35
0.69206016,2.9134435669333327,5.942533333333269,1.153333333333333,6.323999999991307,516014080.00000006,13143761530.564629,2.9370810015333326,35
