,Time,NVMe_from_ceph,NVMe_from_transfer,NVMe_total_util,CPU,Goodput,Memory_used,NIC_speed,Packet_losses,network_throughput,num_workers
0,2021-03-01 05:12:37.950000048,134217728.0,714342.3999999998,1.1031999999890103,0.4700000002980232,134217728.0,11957460992.0,100000000000.0,0.8,872354.6,71
1,2021-03-01 05:12:52.950000048,134008012.8,1265919590.4,6.059999999986031,1.2860000003129244,134440550.4,11958599680.0,100000000000.0,3.0,1268669579.6,71
2,2021-03-01 05:13:07.950000048,134427443.2,1184576307.2,6.0688000000081965,1.1980000004172322,134217728.0,11938635776.0,100000000000.0,1.6,1186414211.4,71
3,2021-03-01 05:13:22.950000048,19936051.2,1212258713.6,5.842399999988266,1.3079999998211864,36713267.2,11939827712.0,100000000000.0,0.8,1214332368.4,71
4,2021-03-01 05:13:37.950000048,19922944.0,1191863910.4,5.673600000026636,1.2160000000149016,19922944.0,11940941824.0,100000000000.0,1.2,1193927487.6,71
5,2021-03-01 05:13:52.950000048,19936051.2,1191287193.6,5.4575999999651685,1.3859999999403954,19936051.2,11930279936.0,100000000000.0,1.0,1193837025.6,71
6,2021-03-01 05:14:07.950000048,19922944.0,1140064256.0,5.754400000046008,1.1920000005513427,19922944.0,11934298112.0,100000000000.0,0.8,1142332235.2,71
7,2021-03-01 05:14:22.950000048,69114265.6,1255695974.4,6.326399999996648,1.2779999997466804,61249945.6,11933929472.0,100000000000.0,1.0,1256593324.2,71
8,2021-03-01 05:14:37.950000048,69206016.0,1482817535.9999998,6.672000000020487,1.2339999992400403,69835161.6,11955458048.0,100000000000.0,1.0,1485603949.4,71
9,2021-03-01 05:14:52.950000048,69219123.2,1558550937.6,6.716800000006334,1.3200000006705526,69428838.39999999,11956797440.0,100000000000.0,1.2,1561940493.4,71
10,2021-03-01 05:15:07.950000048,69206016.0,1531419033.6,6.901599999936298,1.3280000012367958,69206016.0,11960225792.0,100000000000.0,1.0,1533893558.0,71
11,2021-03-01 05:15:22.950000048,158138368.0,1543350681.6,6.875999999977648,1.4260000009089708,145765171.20000002,11940085760.0,100000000000.0,1.0,1546839368.2,71
12,2021-03-01 05:15:37.950000048,158334976.0,1480064204.8,6.871200000005773,1.3840000003576276,158544691.20000002,11953446912.0,100000000000.0,1.2,1483244821.2,71
13,2021-03-01 05:15:52.950000048,157928652.8,1461956608.0,6.5175999999744825,1.5379999995231628,158977228.8,11954597888.0,100000000000.0,1.2,1464753252.2,71
14,2021-03-01 05:16:07.950000048,158334976.00000003,1567096012.8,6.972799999965355,1.5860000010579818,157705830.4,11956002816.0,100000000000.0,0.8,1570113278.6,71
15,2021-03-01 05:16:22.950000048,207631155.2,1513226240.0000002,6.931200000015088,1.6680000007152556,203227136.0,11936337920.0,100000000000.0,1.0,1516120884.2,71
16,2021-03-01 05:16:37.950000048,207408332.8,1502295654.4,6.927199999988079,1.4899999994784598,208037478.40000004,11936157696.0,100000000000.0,1.2,1505964282.4,71
17,2021-03-01 05:16:52.950000048,207421440.0,1545496166.4,6.954399999999441,1.5120000001043084,207840870.4,11935498240.0,100000000000.0,0.6,1548684126.6,71
18,2021-03-01 05:17:07.950000048,207722905.6,1457782783.9999998,6.771200000029057,1.403999999538064,210344345.6,11935453184.0,100000000000.0,1.2,1461006026.6,71
19,2021-03-01 05:17:22.950000048,8395161.6,1453404979.2,6.5152000000001875,1.2559999998658895,39433011.2,11936817152.0,100000000000.0,1.0,1456346753.0,71
20,2021-03-01 05:17:37.950000048,8388608.0,1467219967.9999998,6.575999999977649,1.1839999999850987,8598323.2,11959021568.0,100000000000.0,1.2,1470095393.0,71
21,2021-03-01 05:17:52.950000048,8401715.2,1385902899.2,6.530400000000372,1.246000000089407,8401715.2,11962085376.0,100000000000.0,1.0,1387182164.8,71
22,2021-03-01 05:18:07.950000048,8388608.0,1352694169.6,6.072000000043772,1.1880000006407498,8388608.0,11954331648.0,100000000000.0,1.6,1354811903.6,71
23,2021-03-01 05:18:22.950000048,150798336.0,1387895193.6,6.694399999990129,1.4540000006556508,129813708.8,11955515392.0,100000000000.0,1.0,1390270561.6,71
24,2021-03-01 05:18:37.950000048,151204659.2,1417181593.6,6.6816000000108025,1.443999999016523,151624089.6,11935903744.0,100000000000.0,1.4,1420466110.6,71
25,2021-03-01 05:18:52.950000048,151008051.2,1429838233.6,6.6183999999891965,1.6040000002831218,149946368.0,11937374208.0,100000000000.0,0.8,1433124556.0,71
26,2021-03-01 05:19:07.950000048,150994944.0,1388340019.2,6.619200000003911,1.405999998748303,151624089.6,11941535744.0,100000000000.0,1.0,1391308112.8,71
27,2021-03-01 05:19:22.950000048,38810419.2,1342806425.6,6.37199999995064,1.287999999895692,56623104.00000001,11934535680.0,100000000000.0,1.0,1342453452.8,71
28,2021-03-01 05:19:37.950000048,38797312.0,1407949209.6,6.501599999982862,1.1640000011771914,39007027.2,11935006720.0,100000000000.0,1.2,1410865575.4,71
29,2021-03-01 05:19:52.950000048,38810419.2,1483761254.4,6.6967999999644245,1.303999999538064,38587596.8,11936268288.0,100000000000.0,1.0,1486025633.0,71
30,2021-03-01 05:20:07.950000048,38797312.00000001,1349831884.8,6.515199999976903,1.237999999895692,38587596.8,11936010240.0,100000000000.0,1.4,1352670536.8,71
31,2021-03-01 05:20:22.950000048,69009408.0,1458857574.4,6.656799999973737,1.299999999254942,64382566.40000001,11937767424.0,100000000000.0,1.2,1464309001.0,71
32,2021-03-01 05:20:37.950000048,69206016.0,1387030118.4000006,6.6336000000359485,1.180000000074506,68786585.60000001,11937763328.0,100000000000.0,1.6,1388508877.2,71
33,2021-03-01 05:20:52.950000048,69219123.2,1445856870.4,6.422399999992923,1.4559999987483023,68996300.80000001,11938971648.0,100000000000.0,1.0,1448929365.8,71
34,2021-03-01 05:21:07.950000048,69206016.0,1382888243.2,6.585600000014528,1.4320000007748603,69415731.19999999,11939880960.0,100000000000.0,0.8,1385756278.8,71
35,2021-03-01 05:21:22.950000048,69009408.0,1431153049.6,6.831199999991805,1.5540000006556507,69415731.2,11962187776.0,100000000000.0,1.6,1433929419.4,71
36,2021-03-01 05:21:37.950000048,69206016.0,1408027852.8,6.593600000045261,1.3140000011771915,68996300.8,11965853696.0,100000000000.0,1.0,1414420395.8,71
37,2021-03-01 05:21:52.950000048,69009408.0,1361903616.0,6.4607999999774615,1.3280000001192092,68786585.60000001,11965132800.0,100000000000.0,1.0,1364594130.0,71
38,2021-03-01 05:22:07.950000048,68996300.8,1385589145.6,6.499200000055135,1.2740000020712614,69625446.39999999,11951312896.0,100000000000.0,0.8,1389044326.0,71
39,2021-03-01 05:22:22.950000048,139264000.0,1383648460.8,6.695999999996276,1.3300000000745058,128974848.0,11951714304.0,100000000000.0,0.8,1385888886.4,71
40,2021-03-01 05:22:37.950000048,139460607.99999997,1404043264.0,6.691200000024401,1.25,138831462.39999998,11951706112.0,100000000000.0,0.8,1407092834.8,71
41,2021-03-01 05:22:52.950000048,139368857.6,1433297715.1999998,6.603199999942445,1.3220000002533197,139670323.2,11951722496.0,100000000000.0,1.0,1434616153.0,71
42,2021-03-01 05:23:07.950000048,139670323.20000002,1450809753.6,6.975200000009498,1.3359999991953373,140089753.6,11931635712.0,100000000000.0,0.8,1453153833.2,71
43,2021-03-01 05:23:22.950000048,70267699.2,1512597094.4,6.7343999999808135,1.4699999995529651,80530636.8,11932479488.0,100000000000.0,0.8,1517937599.2,71
44,2021-03-01 05:23:37.950000048,70254592.0,1441189068.7999995,6.65840000002645,1.3780000004917388,69835161.60000001,11933773824.0,100000000000.0,1.0,1444154098.4,71
45,2021-03-01 05:23:52.950000048,70267699.2,1504811417.6000006,6.769599999976344,1.5960000008344652,67947724.8,11934863360.0,100000000000.0,1.0,1506247848.6,71
46,2021-03-01 05:24:07.950000048,70254592.0,1492516864.0,6.784799999976531,1.4099999994039538,70674022.4,11939430400.0,100000000000.0,1.0,1494948133.6,71
47,2021-03-01 05:24:22.950000048,35664691.2,1438751129.6,6.662400000006891,1.3379999984055757,40265318.4,11930755072.0,100000000000.0,1.0,1441186117.8,71
48,2021-03-01 05:24:37.950000048,35651584.0,1461557657.6,6.70800000000745,1.2399999994784592,35441868.8,11950690304.0,100000000000.0,1.4,1464261408.8,71
49,2021-03-01 05:24:52.950000048,35664691.2,1400740249.6,6.448800000012852,1.2740000005811454,35651584.0,11947311104.0,100000000000.0,1.0,1403483401.8,71
50,2021-03-01 05:25:07.950000048,35651584.0,1450630348.8,6.430400000023656,1.2659999992698432,35861299.2,11950026752.0,100000000000.0,1.4,1453485773.4,71
51,2021-03-01 05:25:22.950000048,6291456.0,1442316288.0,6.600799999968148,1.2380000002682208,11324620.8,11930177536.0,100000000000.0,1.4,1445973129.2,71
52,2021-03-01 05:25:37.950000048,6291456.0,1472780697.6,6.661599999968892,1.2360000006854532,6291456.0,11952508928.0,100000000000.0,1.2,1475938822.0,71
53,2021-03-01 05:25:52.950000048,6291456.0,1425486643.1999998,6.56319999997504,1.3940000001341106,6291456.0,11953541120.0,100000000000.0,0.8,1427737579.8,71
54,2021-03-01 05:26:07.950000048,6291456.0,1466907852.8,6.5831999999703825,1.3979999996721744,6291456.0,11955363840.0,100000000000.0,0.8,1469782085.0,71
55,2021-03-01 05:26:22.950000048,214853222.4,1437073408.0000002,6.927999999979511,1.6360000006854536,180774502.4,11935850496.0,100000000000.0,1.0,1439255104.8,71
56,2021-03-01 05:26:37.950000048,214538649.6,1381623398.4,6.459199999971315,1.3719999987632034,213699788.8,11938897920.0,100000000000.0,0.8,1384507581.6,71
57,2021-03-01 05:26:52.950000048,215272652.8,1232705945.6,6.552800000039861,1.3719999995082617,211707494.4,11938828288.0,100000000000.0,1.2,1234525109.6,71
58,2021-03-01 05:27:07.950000048,214958080.0,1385378611.1999998,6.650399999972433,1.3499999992549414,215796940.79999995,11939610624.0,100000000000.0,0.8,1388417659.0,71
59,2021-03-01 05:27:22.950000048,187275673.6,1458359500.8,6.7856000000145285,1.4019999995827672,193357414.4,11932233728.0,100000000000.0,1.0,1461082728.8,71
60,2021-03-01 05:27:37.950000048,187695104.0,1362205081.6,6.6208000000333405,1.2420000012964012,188743680.0,11953115136.0,100000000000.0,0.8,1364374026.6,71
61,2021-03-01 05:27:52.950000048,187485388.8,1421895270.4,6.811199999996461,1.3580000001937147,188114534.40000004,11953135616.0,100000000000.0,1.4,1424902645.0,71
62,2021-03-01 05:28:07.950000048,187695104.00000003,1406638489.6,6.608000000007451,1.3739999987185003,187904819.2,11949084672.0,100000000000.0,1.0,1409508117.6,71
63,2021-03-01 05:28:22.950000048,68996300.8,1326317568.0,6.348000000021419,1.3700000002980235,85983232.00000001,11951042560.0,100000000000.0,1.4,1329138326.0,71
64,2021-03-01 05:28:37.950000048,69206016.0,1438226841.6,6.572799999965356,1.385999999567866,69206015.99999999,11930746880.0,100000000000.0,1.0,1441269801.2,71
65,2021-03-01 05:28:52.950000048,68996300.8,1485910835.2,6.7672000000253325,1.5639999993145464,68157440.0,11932057600.0,100000000000.0,1.4,1489593662.4,71
66,2021-03-01 05:29:07.950000048,69206016.0,1421108838.4,6.749600000027567,1.3679999992251402,69415731.19999999,11935531008.0,100000000000.0,1.0,1424441796.8,71
67,2021-03-01 05:29:22.950000048,162319564.8,1470164172.7999995,6.778400000045076,1.4379999998956918,148268646.4,11935178752.0,100000000000.0,1.0,1472794797.4,71
68,2021-03-01 05:29:37.950000048,162529280.0,1436444262.4,6.757600000011736,1.2599999994039537,163472998.4,11936079872.0,100000000000.0,1.2,1439282229.8,71
69,2021-03-01 05:29:52.950000048,162214707.20000002,1397154611.2,6.291200000001117,1.3759999997913837,162109849.60000002,11939463168.0,100000000000.0,1.0,1400067329.0,71
70,2021-03-01 05:30:07.950000048,162529280.00000003,1439590809.6,6.737599999993107,1.3639999985694886,162738995.20000002,11933663232.0,100000000000.0,1.2,1442410316.2,71
71,2021-03-01 05:30:22.950000048,241801625.6,1440118374.4,6.939200000045822,1.396000000089407,229638144.00000003,11934396416.0,100000000000.0,1.0,1443779966.4,71
72,2021-03-01 05:30:37.950000048,242221056.00000003,1417781248.0,6.7984000000171365,1.3319999992847442,238865612.8,11934265344.0,100000000000.0,0.8,1420222389.2,71
73,2021-03-01 05:30:52.950000048,242011340.80000004,1406848204.8,6.743200000049546,1.5180000010877848,242640486.4,11934760960.0,100000000000.0,1.2,1409718909.0,71
74,2021-03-01 05:31:07.950000048,242116198.4,1493408153.6,7.024000000022352,1.5759999997913834,241801625.6,11936088064.0,100000000000.0,0.8,1496205741.8,71
75,2021-03-01 05:31:22.950000048,167562444.8,1512597094.4,6.874399999994784,1.6440000001341106,181193932.8,11958341632.0,100000000000.0,1.0,1517181558.8,71
76,2021-03-01 05:31:37.950000048,167772160.0,1400949964.8000002,6.699200000008568,1.3619999997317795,167772160.0,11961794560.0,100000000000.0,1.2,1403667363.6,71
77,2021-03-01 05:31:52.950000048,167562444.8,1136260710.4,5.867999999923631,1.2740000002086165,167562444.8,11961683968.0,100000000000.0,1.4,1138359929.2,71
78,2021-03-01 05:32:07.950000048,167981875.2,1464441241.6,6.638399999984539,1.3440000005066393,167772160.0,11961610240.0,100000000000.0,1.4,1467335976.0,71
79,2021-03-01 05:32:22.950000048,29360128.0,1455947776.0000002,6.691200000024401,1.2319999989122157,49912217.6,11963027456.0,100000000000.0,0.8,1458643984.0,71
80,2021-03-01 05:32:37.950000048,29360128.0,1455344844.8,6.706400000024588,1.1779999993741517,28940697.6,11952930816.0,100000000000.0,0.8,1458292218.0,71
81,2021-03-01 05:32:52.950000048,29360128.0,1443182182.4,6.5871999999973925,1.2339999996125701,29569843.2,11953082368.0,100000000000.0,1.6,1446147974.4,71
82,2021-03-01 05:33:07.950000048,29360128.0,1488610918.4,6.628800000040791,1.2599999997764826,29360128.0,11932712960.0,100000000000.0,1.2,1492371328.4,71
83,2021-03-01 05:33:22.950000048,140299468.8,1450311679.9999998,6.751200000033713,1.473999999091029,123941683.2,11934015488.0,100000000000.0,1.2,1453378814.6,71
84,2021-03-01 05:33:37.950000048,140509184.0,1456920985.6,6.433599999989383,1.4519999999552964,140299468.8,11935305728.0,100000000000.0,1.0,1460189500.0,71
85,2021-03-01 05:33:52.950000048,140299468.8,1083126579.2,5.917600000021047,1.397999998927116,140299468.79999998,11936628736.0,100000000000.0,1.0,1086405733.8,71
86,2021-03-01 05:34:07.950000048,140509184.0,1400295424.0,6.4423999999882655,1.3979999996721741,140299468.8,11940700160.0,100000000000.0,1.0,1402844608.8,71
87,2021-03-01 05:34:22.950000048,163368140.8,1461505228.8000002,6.7975999999791386,1.4259999990463252,158544691.2,11939680256.0,100000000000.0,0.8,1464478580.4,71
88,2021-03-01 05:34:37.950000048,163577856.0,1449368780.8000002,6.623999999952503,1.2780000008642678,163997286.39999998,11961311232.0,100000000000.0,0.6,1452025227.8,71
