,Time,NVMe_from_ceph,NVMe_from_transfer,NVMe_total_util,CPU,Goodput,Memory_used,NIC_speed,Packet_losses,network_throughput,num_workers
0,2021-02-28 07:43:03.976000071,134217728.0,891289.6000000002,1.1031999999657274,0.8060000006109476,96888422.4,11857997824.0,100000000000.0,1.0,1095830.8,53
1,2021-02-28 07:43:18.976000071,19922944.0,1290508697.6,5.937600000016393,1.182000000402331,19503513.6,11844194304.0,100000000000.0,1.2,1293202196.6,53
2,2021-02-28 07:43:33.976000071,19922944.0,1172063846.4,5.704799999971874,1.2099999994039534,19713228.8,11843596288.0,100000000000.0,1.4,1174495074.4,53
3,2021-02-28 07:43:48.976000071,19922944.0,1192283340.8000002,5.84560000007041,1.0280000008642671,20132659.2,11823165440.0,100000000000.0,0.8,1194384611.6,53
4,2021-02-28 07:44:03.976000071,19922944.0,863895552.0,4.037599999993108,0.9619999997317792,35651584.0,11842662400.0,100000000000.0,0.8,865657674.8,53
5,2021-02-28 07:44:18.976000071,69206016.0,1172150681.6,5.85759999996517,1.0780000001192092,68996300.8,11825786880.0,100000000000.0,1.4,1174513608.0,53
6,2021-02-28 07:44:33.976000071,69206016.0,1211813068.8,5.9543999999761565,1.1479999996721744,69415731.2,11817693184.0,100000000000.0,1.0,1214789359.0,53
7,2021-02-28 07:44:48.976000071,69415731.19999999,1182715904.0,5.677599999960513,1.1,68786585.60000001,11834945536.0,100000000000.0,1.2,1185383530.0,53
8,2021-02-28 07:45:03.976000071,69206016.0,1475765862.4,6.710400000005031,1.4980000007897618,97517568.0,11855249408.0,100000000000.0,1.0,1478003532.2,53
9,2021-02-28 07:45:18.976000071,158544691.20000002,1506835660.8,6.58479999997653,1.4920000001788138,157496115.20000002,11829489664.0,100000000000.0,0.8,1509735011.0,53
10,2021-02-28 07:45:33.976000071,158334976.0,1548117606.4,6.89519999998156,1.6320000007748603,157705830.4,11830931456.0,100000000000.0,0.8,1551385843.0,53
11,2021-02-28 07:45:48.976000071,158334976.00000003,1465519308.8,6.552000000001862,1.3719999998807906,157286400.0,11814723584.0,100000000000.0,1.8,1472442031.0,53
12,2021-02-28 07:46:03.976000071,158334976.00000003,1545181593.6,6.91840000001248,1.4979999996721745,177838489.6,11831783424.0,100000000000.0,1.2,1547980752.2,53
13,2021-02-28 07:46:18.976000071,207198617.6,1426404966.4,6.652000000001864,1.2920000012964012,206988902.4,11814215680.0,100000000000.0,1.0,1430878130.4,53
14,2021-02-28 07:46:33.976000071,207827763.2,1530082099.2,6.958400000026449,1.4079999998211858,207198617.6,11809128448.0,100000000000.0,1.0,1533424453.6,53
15,2021-02-28 07:46:48.976000071,207722905.6,1506751283.2,6.942400000011549,1.4080000001937152,207408332.8,11829985280.0,100000000000.0,1.2,1510659134.0,53
16,2021-02-28 07:47:03.976000071,207618048.0,1511653376.0000002,6.964800000004471,1.4859999999403952,141138329.6,11849170944.0,100000000000.0,1.4,1514623180.2,53
17,2021-02-28 07:47:18.976000071,8388608.0,1511469875.1999998,6.7271999999880805,1.1880000013858083,8388608.0,11829260288.0,100000000000.0,1.0,1514226687.8,53
18,2021-02-28 07:47:33.976000071,8388608.0,1437256908.8,6.591199999977834,1.3219999991357327,8388608.0,11808235520.0,100000000000.0,1.6,1439908547.2,53
19,2021-02-28 07:47:48.976000071,8388608.0,1450495180.8,6.718400000035762,1.321999999508262,8178892.8,11808276480.0,100000000000.0,1.0,1452497998.2,53
20,2021-02-28 07:48:03.976000071,8388608.0,1477600870.4,6.581600000034088,1.5380000013858075,55155097.6,11827228672.0,100000000000.0,1.4,1480815368.0,53
21,2021-02-28 07:48:18.976000071,150994944.0,1448712601.6,6.7567999999970185,1.3719999998807906,148478361.6,11812786176.0,100000000000.0,0.8,1452018014.4,53
22,2021-02-28 07:48:33.976000071,151204659.2,1345343488.0,6.443999999994412,1.3419999994337557,152462950.4,11813355520.0,100000000000.0,1.4,1347803353.2,53
23,2021-02-28 07:48:48.976000071,151099801.6,1419352473.6,6.715999999945053,1.251999997347593,152043520.0,11813576704.0,100000000000.0,1.0,1422242577.2,53
24,2021-02-28 07:49:03.976000071,150890086.4,1386846617.6,6.612800000049172,1.331999998167157,114294784.0,11832213504.0,100000000000.0,1.2,1389902033.0,53
25,2021-02-28 07:49:18.976000071,39007027.2,1416757248.0000002,6.651200000033714,1.1400000009685756,38587596.8,11815849984.0,100000000000.0,1.0,1420713337.4,53
26,2021-02-28 07:49:33.976000071,38587596.8,1436863692.8,6.5168000000063335,1.2860000003129242,38587596.8,11816824832.0,100000000000.0,0.8,1440114014.4,53
27,2021-02-28 07:49:48.976000071,39007027.2,1473904640.0,6.725600000028499,1.2019999992102384,38797312.00000001,11816308736.0,100000000000.0,0.8,1477643857.8,53
28,2021-02-28 07:50:03.976000071,38797312.0,1441162854.4,6.652799999993294,1.3780000004917383,48024780.8,11833184256.0,100000000000.0,1.2,1443369086.0,53
29,2021-02-28 07:50:18.976000071,69415731.2,1401958399.9999998,6.416800000006332,1.3240000005811454,69206016.0,11820244992.0,100000000000.0,1.2,1404546529.6,53
30,2021-02-28 07:50:33.976000071,69219123.2,1444098867.1999998,6.419199999980629,1.5059999987483026,68157440.0,11825721344.0,100000000000.0,1.2,1446301220.0,53
31,2021-02-28 07:50:48.976000071,69206016.0,1444728012.8,6.784800000023098,1.3859999991953371,69206016.0,11851567104.0,100000000000.0,1.0,1447516151.2,53
32,2021-02-28 07:51:03.976000071,69219123.2,1401946112.0,6.447199999960139,1.3739999998360868,69415731.19999999,11868188672.0,100000000000.0,0.8,1404718263.0,53
33,2021-02-28 07:51:18.976000071,69206016.0,1393059430.4,6.437600000016393,1.1839999999850992,68367155.2,11850706944.0,100000000000.0,1.0,1395500548.6,53
34,2021-02-28 07:51:33.976000071,69219123.2,1360081715.2,6.589599999994972,1.230000000447035,69625446.39999999,11852001280.0,100000000000.0,0.8,1362811153.6,53
35,2021-02-28 07:51:48.976000071,69206016.0,1373084057.6,6.543999999994413,1.168000001087785,69206016.0,11853332480.0,100000000000.0,1.2,1375902907.4,53
36,2021-02-28 07:52:03.976000071,69219123.2,1426220646.4,6.800800000014715,1.3019999992102385,92903833.6,11859734528.0,100000000000.0,1.4,1429349515.2,53
37,2021-02-28 07:52:18.976000071,139670323.20000002,1351326105.6,6.685600000014528,1.1859999995678665,139041177.6,11842981888.0,100000000000.0,1.0,1353816734.8,53
38,2021-02-28 07:52:33.976000071,139467161.6,1368978227.1999998,6.303999999980443,1.4479999996721742,140509184.0,11840573440.0,100000000000.0,0.8,1372043799.0,53
39,2021-02-28 07:52:48.976000071,139670323.2,1395287654.4,6.644799999985844,1.3919999998062849,136314880.0,11841933312.0,100000000000.0,1.0,1397752181.6,53
40,2021-02-28 07:53:03.976000071,139893145.60000002,1421053132.8,6.336800000024959,1.6019999999552963,118489088.0,11861209088.0,100000000000.0,1.2,1424062817.2,53
41,2021-02-28 07:53:18.976000071,70464307.2,1428789657.6,6.535200000018812,1.3219999991357327,69835161.60000001,11846848512.0,100000000000.0,1.0,1431442991.6,53
42,2021-02-28 07:53:33.976000071,70267699.2,1449362227.2,6.443199999979697,1.3119999993592502,69835161.6,11846803456.0,100000000000.0,1.2,1451926825.0,53
43,2021-02-28 07:53:48.976000071,70254592.0,1431725670.4,6.610400000028312,1.204000000655651,70044876.8,11826262016.0,100000000000.0,1.2,1434567703.4,53
