NVMe_total_util,CPU,Memory_used,Goodput,num_workers
0.001849999999952464,0.15383333333108262,0.06268928,0.0,0.06
0.14070833333328964,0.2509166666675204,0.06268928,0.4478223269576807,0.06
0.232541666666657,0.3010000000009313,0.517308416,0.5566764931725838,0.06
0.24445833333326544,0.30991666666426076,0.517308416,0.5919742086364548,0.06
0.25259166666680055,0.3120000000034148,0.51740672,0.5243781120000001,0.06
0.18267499999977496,0.2730833333315482,0.51740672,0.5197853013333333,0.06
0.17764649023413184,0.2762149190064861,0.518283264,0.5312715680575922,0.06
0.20802220148018405,0.30187012467676344,0.518283264,0.5485726672889719,0.06
0.2130857942801398,0.29838010799124837,0.51726336,0.5542371328,0.06
0.21506433762260327,0.2996199746646672,0.51726336,0.5987853312,0.06
0.20903333333347593,0.2940000000021731,0.515940352,0.5131395072000001,0.06
0.19795346976863165,0.7412672488458085,0.515940352,0.4488761002666665,0.06
0.21100573371548595,0.5188845923101897,0.515940352,0.5861542570666666,0.06
0.2279833333332741,0.303666666666201,0.517144576,0.5357582814854323,0.06
0.23774166666662494,0.3037499999937912,0.517144576,0.5357582814854323,0.06
0.2370833333335516,0.30325000000690727,0.517152768,0.6116347035037966,0.06
0.3845250000000912,0.3852499999998448,0.517152768,0.8024654758731004,0.06
0.37320833333336234,0.3707499999979821,0.517013504,0.7487429138436916,0.06
0.37554166666632227,0.37766666666720994,0.517013504,0.7603983701333332,0.06
0.3888583333333371,0.38483333333084985,0.517726208,0.7919671637333332,0.06
0.38293227569680555,0.3770830555925101,0.517173248,0.7927746692446163,0.06
0.36636551540204293,0.379917322312358,0.517173248,0.7630293333333333,0.06
0.3432999999998477,0.35933333333038414,0.517296128,0.7928611991200588,0.06
0.3561416666667356,0.3659166666679085,0.517296128,0.7902022097473165,0.06
0.3362333333331965,0.34808333333348856,0.516775936,0.7874454700118445,0.06
0.3655083333334915,0.37033333333674817,0.516775936,0.7688948686444387,0.06
0.351424999999775,0.37958333332984084,0.51714048,0.7852264513292025,0.06
0.3596000000001367,0.37341666666519213,0.51714048,0.7433047348409044,0.06
0.372825000000133,0.3668333333373691,0.517521408,0.7902211071999999,0.06
0.36408333333335274,0.3664999999959642,0.517521408,0.7704748031999997,0.06
0.3460249999998875,0.3591666666713233,0.51683328,0.7674606664889363,0.06
0.36744999999997774,0.373166666663019,0.51683328,0.8074612835422776,0.06
0.3422000000002299,0.35725000000093127,0.517300224,0.7809676212797122,0.06
0.36741666666639505,0.3675833333361273,0.517300224,0.7752860460583405,0.06
0.34912846783341683,0.3605714855953496,0.51775488,0.7370960397746105,0.06
0.36270040080152643,0.363309953239813,0.51775488,0.8047218826684547,0.06
0.36290752716861663,0.3697913194203633,0.517640192,0.7827597312000001,0.06
0.3678370786515738,0.3769828156007655,0.517640192,0.7907186005333332,0.06
0.36131472763932837,0.36365164761107704,0.51775488,0.7886107989333332,0.06
0.3545083333331907,0.36783333333053947,0.51775488,0.7934093994666668,0.06
0.3717750000003435,0.3692500000004656,0.51775488,0.7696377173333333,0.06
0.36480833333334883,0.366750000002018,0.517574656,0.7829064362666668,0.06
0.37799166666639694,0.37908333333131544,0.517574656,0.764126828072979,0.06
0.3622583333333751,0.3695000000026387,0.517414912,0.7263371021225471,0.06
0.3668338777414928,0.36837544163489605,0.517279744,0.7767133866666667,0.06
0.3707247149810927,0.38004200279910016,0.517279744,0.8072675328,0.06
0.35099999999983994,0.3616666666697711,0.517513216,0.7642266343412816,0.06
0.3666333333334477,0.3784166666679085,0.517513216,0.7858397117309488,0.06
0.3629833333333711,0.8837499999984476,0.51765248,0.7397657599999998,0.06
