time,predict_throughput
2021-03-23 12:45:48.985735,1282653212.5473022
2021-03-23 12:47:48.992852,1450312733.6502075
2021-03-23 12:49:48.959170,1335595697.1645355
2021-03-23 12:51:48.988259,1423660069.7040558
2021-03-23 12:53:48.985107,1286483108.997345
2021-03-23 12:55:49.017350,1377615630.6266785
