NVMe_total_util,CPU,Memory_used,num_workers
0.42518124,0.55334693,0.6345348000000001,0.01
0.41924953,0.55218995,0.6366294,0.01
0.41782463,0.5486493,0.63618374,0.01
0.41823834,0.5568552,0.6417567,0.01
0.42518124,0.55334693,0.6345348000000001,0.02
0.41924953,0.55218995,0.6366294,0.02
0.41782463,0.5486493,0.63618374,0.02
0.41823834,0.5568552,0.6417567,0.02
0.42518124,0.55334693,0.6345348000000001,0.03
0.41924953,0.55218995,0.6366294,0.03
0.41782463,0.5486493,0.63618374,0.03
0.41823834,0.5568552,0.6417567,0.03
0.42518124,0.55334693,0.6345348000000001,0.04
0.41924953,0.55218995,0.6366294,0.04
0.41782463,0.5486493,0.63618374,0.04
0.41823834,0.5568552,0.6417567,0.04
0.42518124,0.55334693,0.6345348000000001,0.05
0.41924953,0.55218995,0.6366294,0.05
0.41782463,0.5486493,0.63618374,0.05
0.41823834,0.5568552,0.6417567,0.05
0.42518124,0.55334693,0.6345348000000001,0.06
0.41924953,0.55218995,0.6366294,0.06
0.41782463,0.5486493,0.63618374,0.06
0.41823834,0.5568552,0.6417567,0.06
0.42518124,0.55334693,0.6345348000000001,0.07
0.41924953,0.55218995,0.6366294,0.07
0.41782463,0.5486493,0.63618374,0.07
0.41823834,0.5568552,0.6417567,0.07
0.42518124,0.55334693,0.6345348000000001,0.08
0.41924953,0.55218995,0.6366294,0.08
0.41782463,0.5486493,0.63618374,0.08
0.41823834,0.5568552,0.6417567,0.08
0.42518124,0.55334693,0.6345348000000001,0.09
0.41924953,0.55218995,0.6366294,0.09
0.41782463,0.5486493,0.63618374,0.09
0.41823834,0.5568552,0.6417567,0.09
0.42518124,0.55334693,0.6345348000000001,0.1
0.41924953,0.55218995,0.6366294,0.1
0.41782463,0.5486493,0.63618374,0.1
0.41823834,0.5568552,0.6417567,0.1
0.42518124,0.55334693,0.6345348000000001,0.11
0.41924953,0.55218995,0.6366294,0.11
0.41782463,0.5486493,0.63618374,0.11
0.41823834,0.5568552,0.6417567,0.11
0.42518124,0.55334693,0.6345348000000001,0.12
0.41924953,0.55218995,0.6366294,0.12
0.41782463,0.5486493,0.63618374,0.12
0.41823834,0.5568552,0.6417567,0.12
0.42518124,0.55334693,0.6345348000000001,0.13
0.41924953,0.55218995,0.6366294,0.13
0.41782463,0.5486493,0.63618374,0.13
0.41823834,0.5568552,0.6417567,0.13
0.42518124,0.55334693,0.6345348000000001,0.14
0.41924953,0.55218995,0.6366294,0.14
0.41782463,0.5486493,0.63618374,0.14
0.41823834,0.5568552,0.6417567,0.14
0.42518124,0.55334693,0.6345348000000001,0.15
0.41924953,0.55218995,0.6366294,0.15
0.41782463,0.5486493,0.63618374,0.15
0.41823834,0.5568552,0.6417567,0.15
0.42518124,0.55334693,0.6345348000000001,0.16
0.41924953,0.55218995,0.6366294,0.16
0.41782463,0.5486493,0.63618374,0.16
0.41823834,0.5568552,0.6417567,0.16
0.42518124,0.55334693,0.6345348000000001,0.17
0.41924953,0.55218995,0.6366294,0.17
0.41782463,0.5486493,0.63618374,0.17
0.41823834,0.5568552,0.6417567,0.17
0.42518124,0.55334693,0.6345348000000001,0.18
0.41924953,0.55218995,0.6366294,0.18
0.41782463,0.5486493,0.63618374,0.18
0.41823834,0.5568552,0.6417567,0.18
0.42518124,0.55334693,0.6345348000000001,0.19
0.41924953,0.55218995,0.6366294,0.19
0.41782463,0.5486493,0.63618374,0.19
0.41823834,0.5568552,0.6417567,0.19
0.42518124,0.55334693,0.6345348000000001,0.2
0.41924953,0.55218995,0.6366294,0.2
0.41782463,0.5486493,0.63618374,0.2
0.41823834,0.5568552,0.6417567,0.2
0.42518124,0.55334693,0.6345348000000001,0.21
0.41924953,0.55218995,0.6366294,0.21
0.41782463,0.5486493,0.63618374,0.21
0.41823834,0.5568552,0.6417567,0.21
0.42518124,0.55334693,0.6345348000000001,0.22
0.41924953,0.55218995,0.6366294,0.22
0.41782463,0.5486493,0.63618374,0.22
0.41823834,0.5568552,0.6417567,0.22
0.42518124,0.55334693,0.6345348000000001,0.23
0.41924953,0.55218995,0.6366294,0.23
0.41782463,0.5486493,0.63618374,0.23
0.41823834,0.5568552,0.6417567,0.23
0.42518124,0.55334693,0.6345348000000001,0.24
0.41924953,0.55218995,0.6366294,0.24
0.41782463,0.5486493,0.63618374,0.24
0.41823834,0.5568552,0.6417567,0.24
0.42518124,0.55334693,0.6345348000000001,0.25
0.41924953,0.55218995,0.6366294,0.25
0.41782463,0.5486493,0.63618374,0.25
0.41823834,0.5568552,0.6417567,0.25
0.42518124,0.55334693,0.6345348000000001,0.26
0.41924953,0.55218995,0.6366294,0.26
0.41782463,0.5486493,0.63618374,0.26
0.41823834,0.5568552,0.6417567,0.26
0.42518124,0.55334693,0.6345348000000001,0.27
0.41924953,0.55218995,0.6366294,0.27
0.41782463,0.5486493,0.63618374,0.27
0.41823834,0.5568552,0.6417567,0.27
0.42518124,0.55334693,0.6345348000000001,0.28
0.41924953,0.55218995,0.6366294,0.28
0.41782463,0.5486493,0.63618374,0.28
0.41823834,0.5568552,0.6417567,0.28
0.42518124,0.55334693,0.6345348000000001,0.29
0.41924953,0.55218995,0.6366294,0.29
0.41782463,0.5486493,0.63618374,0.29
0.41823834,0.5568552,0.6417567,0.29
0.42518124,0.55334693,0.6345348000000001,0.3
0.41924953,0.55218995,0.6366294,0.3
0.41782463,0.5486493,0.63618374,0.3
0.41823834,0.5568552,0.6417567,0.3
0.42518124,0.55334693,0.6345348000000001,0.31
0.41924953,0.55218995,0.6366294,0.31
0.41782463,0.5486493,0.63618374,0.31
0.41823834,0.5568552,0.6417567,0.31
0.42518124,0.55334693,0.6345348000000001,0.32
0.41924953,0.55218995,0.6366294,0.32
0.41782463,0.5486493,0.63618374,0.32
0.41823834,0.5568552,0.6417567,0.32
0.42518124,0.55334693,0.6345348000000001,0.33
0.41924953,0.55218995,0.6366294,0.33
0.41782463,0.5486493,0.63618374,0.33
0.41823834,0.5568552,0.6417567,0.33
0.42518124,0.55334693,0.6345348000000001,0.34
0.41924953,0.55218995,0.6366294,0.34
0.41782463,0.5486493,0.63618374,0.34
0.41823834,0.5568552,0.6417567,0.34
0.42518124,0.55334693,0.6345348000000001,0.35
0.41924953,0.55218995,0.6366294,0.35
0.41782463,0.5486493,0.63618374,0.35
0.41823834,0.5568552,0.6417567,0.35
0.42518124,0.55334693,0.6345348000000001,0.36
0.41924953,0.55218995,0.6366294,0.36
0.41782463,0.5486493,0.63618374,0.36
0.41823834,0.5568552,0.6417567,0.36
0.42518124,0.55334693,0.6345348000000001,0.37
0.41924953,0.55218995,0.6366294,0.37
0.41782463,0.5486493,0.63618374,0.37
0.41823834,0.5568552,0.6417567,0.37
0.42518124,0.55334693,0.6345348000000001,0.38
0.41924953,0.55218995,0.6366294,0.38
0.41782463,0.5486493,0.63618374,0.38
0.41823834,0.5568552,0.6417567,0.38
0.42518124,0.55334693,0.6345348000000001,0.39
0.41924953,0.55218995,0.6366294,0.39
0.41782463,0.5486493,0.63618374,0.39
0.41823834,0.5568552,0.6417567,0.39
0.42518124,0.55334693,0.6345348000000001,0.4
0.41924953,0.55218995,0.6366294,0.4
0.41782463,0.5486493,0.63618374,0.4
0.41823834,0.5568552,0.6417567,0.4
0.42518124,0.55334693,0.6345348000000001,0.41
0.41924953,0.55218995,0.6366294,0.41
0.41782463,0.5486493,0.63618374,0.41
0.41823834,0.5568552,0.6417567,0.41
0.42518124,0.55334693,0.6345348000000001,0.42
0.41924953,0.55218995,0.6366294,0.42
0.41782463,0.5486493,0.63618374,0.42
0.41823834,0.5568552,0.6417567,0.42
0.42518124,0.55334693,0.6345348000000001,0.43
0.41924953,0.55218995,0.6366294,0.43
0.41782463,0.5486493,0.63618374,0.43
0.41823834,0.5568552,0.6417567,0.43
0.42518124,0.55334693,0.6345348000000001,0.44
0.41924953,0.55218995,0.6366294,0.44
0.41782463,0.5486493,0.63618374,0.44
0.41823834,0.5568552,0.6417567,0.44
0.42518124,0.55334693,0.6345348000000001,0.45
0.41924953,0.55218995,0.6366294,0.45
0.41782463,0.5486493,0.63618374,0.45
0.41823834,0.5568552,0.6417567,0.45
0.42518124,0.55334693,0.6345348000000001,0.46
0.41924953,0.55218995,0.6366294,0.46
0.41782463,0.5486493,0.63618374,0.46
0.41823834,0.5568552,0.6417567,0.46
0.42518124,0.55334693,0.6345348000000001,0.47
0.41924953,0.55218995,0.6366294,0.47
0.41782463,0.5486493,0.63618374,0.47
0.41823834,0.5568552,0.6417567,0.47
0.42518124,0.55334693,0.6345348000000001,0.48
0.41924953,0.55218995,0.6366294,0.48
0.41782463,0.5486493,0.63618374,0.48
0.41823834,0.5568552,0.6417567,0.48
0.42518124,0.55334693,0.6345348000000001,0.49
0.41924953,0.55218995,0.6366294,0.49
0.41782463,0.5486493,0.63618374,0.49
0.41823834,0.5568552,0.6417567,0.49
0.42518124,0.55334693,0.6345348000000001,0.5
0.41924953,0.55218995,0.6366294,0.5
0.41782463,0.5486493,0.63618374,0.5
0.41823834,0.5568552,0.6417567,0.5
0.42518124,0.55334693,0.6345348000000001,0.51
0.41924953,0.55218995,0.6366294,0.51
0.41782463,0.5486493,0.63618374,0.51
0.41823834,0.5568552,0.6417567,0.51
0.42518124,0.55334693,0.6345348000000001,0.52
0.41924953,0.55218995,0.6366294,0.52
0.41782463,0.5486493,0.63618374,0.52
0.41823834,0.5568552,0.6417567,0.52
0.42518124,0.55334693,0.6345348000000001,0.53
0.41924953,0.55218995,0.6366294,0.53
0.41782463,0.5486493,0.63618374,0.53
0.41823834,0.5568552,0.6417567,0.53
0.42518124,0.55334693,0.6345348000000001,0.54
0.41924953,0.55218995,0.6366294,0.54
0.41782463,0.5486493,0.63618374,0.54
0.41823834,0.5568552,0.6417567,0.54
0.42518124,0.55334693,0.6345348000000001,0.55
0.41924953,0.55218995,0.6366294,0.55
0.41782463,0.5486493,0.63618374,0.55
0.41823834,0.5568552,0.6417567,0.55
0.42518124,0.55334693,0.6345348000000001,0.56
0.41924953,0.55218995,0.6366294,0.56
0.41782463,0.5486493,0.63618374,0.56
0.41823834,0.5568552,0.6417567,0.56
0.42518124,0.55334693,0.6345348000000001,0.57
0.41924953,0.55218995,0.6366294,0.57
0.41782463,0.5486493,0.63618374,0.57
0.41823834,0.5568552,0.6417567,0.57
0.42518124,0.55334693,0.6345348000000001,0.58
0.41924953,0.55218995,0.6366294,0.58
0.41782463,0.5486493,0.63618374,0.58
0.41823834,0.5568552,0.6417567,0.58
0.42518124,0.55334693,0.6345348000000001,0.59
0.41924953,0.55218995,0.6366294,0.59
0.41782463,0.5486493,0.63618374,0.59
0.41823834,0.5568552,0.6417567,0.59
0.42518124,0.55334693,0.6345348000000001,0.6
0.41924953,0.55218995,0.6366294,0.6
0.41782463,0.5486493,0.63618374,0.6
0.41823834,0.5568552,0.6417567,0.6
0.42518124,0.55334693,0.6345348000000001,0.61
0.41924953,0.55218995,0.6366294,0.61
0.41782463,0.5486493,0.63618374,0.61
0.41823834,0.5568552,0.6417567,0.61
0.42518124,0.55334693,0.6345348000000001,0.62
0.41924953,0.55218995,0.6366294,0.62
0.41782463,0.5486493,0.63618374,0.62
0.41823834,0.5568552,0.6417567,0.62
0.42518124,0.55334693,0.6345348000000001,0.63
0.41924953,0.55218995,0.6366294,0.63
0.41782463,0.5486493,0.63618374,0.63
0.41823834,0.5568552,0.6417567,0.63
0.42518124,0.55334693,0.6345348000000001,0.64
0.41924953,0.55218995,0.6366294,0.64
0.41782463,0.5486493,0.63618374,0.64
0.41823834,0.5568552,0.6417567,0.64
0.42518124,0.55334693,0.6345348000000001,0.65
0.41924953,0.55218995,0.6366294,0.65
0.41782463,0.5486493,0.63618374,0.65
0.41823834,0.5568552,0.6417567,0.65
0.42518124,0.55334693,0.6345348000000001,0.66
0.41924953,0.55218995,0.6366294,0.66
0.41782463,0.5486493,0.63618374,0.66
0.41823834,0.5568552,0.6417567,0.66
0.42518124,0.55334693,0.6345348000000001,0.67
0.41924953,0.55218995,0.6366294,0.67
0.41782463,0.5486493,0.63618374,0.67
0.41823834,0.5568552,0.6417567,0.67
0.42518124,0.55334693,0.6345348000000001,0.68
0.41924953,0.55218995,0.6366294,0.68
0.41782463,0.5486493,0.63618374,0.68
0.41823834,0.5568552,0.6417567,0.68
0.42518124,0.55334693,0.6345348000000001,0.69
0.41924953,0.55218995,0.6366294,0.69
0.41782463,0.5486493,0.63618374,0.69
0.41823834,0.5568552,0.6417567,0.69
0.42518124,0.55334693,0.6345348000000001,0.7
0.41924953,0.55218995,0.6366294,0.7
0.41782463,0.5486493,0.63618374,0.7
0.41823834,0.5568552,0.6417567,0.7
0.42518124,0.55334693,0.6345348000000001,0.71
0.41924953,0.55218995,0.6366294,0.71
0.41782463,0.5486493,0.63618374,0.71
0.41823834,0.5568552,0.6417567,0.71
0.42518124,0.55334693,0.6345348000000001,0.72
0.41924953,0.55218995,0.6366294,0.72
0.41782463,0.5486493,0.63618374,0.72
0.41823834,0.5568552,0.6417567,0.72
0.42518124,0.55334693,0.6345348000000001,0.73
0.41924953,0.55218995,0.6366294,0.73
0.41782463,0.5486493,0.63618374,0.73
0.41823834,0.5568552,0.6417567,0.73
0.42518124,0.55334693,0.6345348000000001,0.74
0.41924953,0.55218995,0.6366294,0.74
0.41782463,0.5486493,0.63618374,0.74
0.41823834,0.5568552,0.6417567,0.74
0.42518124,0.55334693,0.6345348000000001,0.75
0.41924953,0.55218995,0.6366294,0.75
0.41782463,0.5486493,0.63618374,0.75
0.41823834,0.5568552,0.6417567,0.75
0.42518124,0.55334693,0.6345348000000001,0.76
0.41924953,0.55218995,0.6366294,0.76
0.41782463,0.5486493,0.63618374,0.76
0.41823834,0.5568552,0.6417567,0.76
0.42518124,0.55334693,0.6345348000000001,0.77
0.41924953,0.55218995,0.6366294,0.77
0.41782463,0.5486493,0.63618374,0.77
0.41823834,0.5568552,0.6417567,0.77
0.42518124,0.55334693,0.6345348000000001,0.78
0.41924953,0.55218995,0.6366294,0.78
0.41782463,0.5486493,0.63618374,0.78
0.41823834,0.5568552,0.6417567,0.78
0.42518124,0.55334693,0.6345348000000001,0.79
0.41924953,0.55218995,0.6366294,0.79
0.41782463,0.5486493,0.63618374,0.79
0.41823834,0.5568552,0.6417567,0.79
0.42518124,0.55334693,0.6345348000000001,0.8
0.41924953,0.55218995,0.6366294,0.8
0.41782463,0.5486493,0.63618374,0.8
0.41823834,0.5568552,0.6417567,0.8
0.42518124,0.55334693,0.6345348000000001,0.81
0.41924953,0.55218995,0.6366294,0.81
0.41782463,0.5486493,0.63618374,0.81
0.41823834,0.5568552,0.6417567,0.81
0.42518124,0.55334693,0.6345348000000001,0.82
0.41924953,0.55218995,0.6366294,0.82
0.41782463,0.5486493,0.63618374,0.82
0.41823834,0.5568552,0.6417567,0.82
0.42518124,0.55334693,0.6345348000000001,0.83
0.41924953,0.55218995,0.6366294,0.83
0.41782463,0.5486493,0.63618374,0.83
0.41823834,0.5568552,0.6417567,0.83
0.42518124,0.55334693,0.6345348000000001,0.84
0.41924953,0.55218995,0.6366294,0.84
0.41782463,0.5486493,0.63618374,0.84
0.41823834,0.5568552,0.6417567,0.84
0.42518124,0.55334693,0.6345348000000001,0.85
0.41924953,0.55218995,0.6366294,0.85
0.41782463,0.5486493,0.63618374,0.85
0.41823834,0.5568552,0.6417567,0.85
0.42518124,0.55334693,0.6345348000000001,0.86
0.41924953,0.55218995,0.6366294,0.86
0.41782463,0.5486493,0.63618374,0.86
0.41823834,0.5568552,0.6417567,0.86
0.42518124,0.55334693,0.6345348000000001,0.87
0.41924953,0.55218995,0.6366294,0.87
0.41782463,0.5486493,0.63618374,0.87
0.41823834,0.5568552,0.6417567,0.87
0.42518124,0.55334693,0.6345348000000001,0.88
0.41924953,0.55218995,0.6366294,0.88
0.41782463,0.5486493,0.63618374,0.88
0.41823834,0.5568552,0.6417567,0.88
0.42518124,0.55334693,0.6345348000000001,0.89
0.41924953,0.55218995,0.6366294,0.89
0.41782463,0.5486493,0.63618374,0.89
0.41823834,0.5568552,0.6417567,0.89
0.42518124,0.55334693,0.6345348000000001,0.9
0.41924953,0.55218995,0.6366294,0.9
0.41782463,0.5486493,0.63618374,0.9
0.41823834,0.5568552,0.6417567,0.9
0.42518124,0.55334693,0.6345348000000001,0.91
0.41924953,0.55218995,0.6366294,0.91
0.41782463,0.5486493,0.63618374,0.91
0.41823834,0.5568552,0.6417567,0.91
0.42518124,0.55334693,0.6345348000000001,0.92
0.41924953,0.55218995,0.6366294,0.92
0.41782463,0.5486493,0.63618374,0.92
0.41823834,0.5568552,0.6417567,0.92
0.42518124,0.55334693,0.6345348000000001,0.93
0.41924953,0.55218995,0.6366294,0.93
0.41782463,0.5486493,0.63618374,0.93
0.41823834,0.5568552,0.6417567,0.93
0.42518124,0.55334693,0.6345348000000001,0.94
0.41924953,0.55218995,0.6366294,0.94
0.41782463,0.5486493,0.63618374,0.94
0.41823834,0.5568552,0.6417567,0.94
0.42518124,0.55334693,0.6345348000000001,0.95
0.41924953,0.55218995,0.6366294,0.95
0.41782463,0.5486493,0.63618374,0.95
0.41823834,0.5568552,0.6417567,0.95
0.42518124,0.55334693,0.6345348000000001,0.96
0.41924953,0.55218995,0.6366294,0.96
0.41782463,0.5486493,0.63618374,0.96
0.41823834,0.5568552,0.6417567,0.96
0.42518124,0.55334693,0.6345348000000001,0.97
0.41924953,0.55218995,0.6366294,0.97
0.41782463,0.5486493,0.63618374,0.97
0.41823834,0.5568552,0.6417567,0.97
0.42518124,0.55334693,0.6345348000000001,0.98
0.41924953,0.55218995,0.6366294,0.98
0.41782463,0.5486493,0.63618374,0.98
0.41823834,0.5568552,0.6417567,0.98
0.42518124,0.55334693,0.6345348000000001,0.99
0.41924953,0.55218995,0.6366294,0.99
