NVMe_total_util,CPU,Memory_used,num_workers
0.75801474,0.7479392,0.7452968000000001,0.01
0.72230214,0.71006954,0.75086755,0.01
0.692731,0.68149996,0.7624095999999999,0.01
0.71727693,0.70571613,0.7636713,0.01
0.75801474,0.7479392,0.7452968000000001,0.02
0.72230214,0.71006954,0.75086755,0.02
0.692731,0.68149996,0.7624095999999999,0.02
0.71727693,0.70571613,0.7636713,0.02
0.75801474,0.7479392,0.7452968000000001,0.03
0.72230214,0.71006954,0.75086755,0.03
0.692731,0.68149996,0.7624095999999999,0.03
0.71727693,0.70571613,0.7636713,0.03
0.75801474,0.7479392,0.7452968000000001,0.04
0.72230214,0.71006954,0.75086755,0.04
0.692731,0.68149996,0.7624095999999999,0.04
0.71727693,0.70571613,0.7636713,0.04
0.75801474,0.7479392,0.7452968000000001,0.05
0.72230214,0.71006954,0.75086755,0.05
0.692731,0.68149996,0.7624095999999999,0.05
0.71727693,0.70571613,0.7636713,0.05
0.75801474,0.7479392,0.7452968000000001,0.06
0.72230214,0.71006954,0.75086755,0.06
0.692731,0.68149996,0.7624095999999999,0.06
0.71727693,0.70571613,0.7636713,0.06
0.75801474,0.7479392,0.7452968000000001,0.07
0.72230214,0.71006954,0.75086755,0.07
0.692731,0.68149996,0.7624095999999999,0.07
0.71727693,0.70571613,0.7636713,0.07
0.75801474,0.7479392,0.7452968000000001,0.08
0.72230214,0.71006954,0.75086755,0.08
0.692731,0.68149996,0.7624095999999999,0.08
0.71727693,0.70571613,0.7636713,0.08
0.75801474,0.7479392,0.7452968000000001,0.09
0.72230214,0.71006954,0.75086755,0.09
0.692731,0.68149996,0.7624095999999999,0.09
0.71727693,0.70571613,0.7636713,0.09
0.75801474,0.7479392,0.7452968000000001,0.1
0.72230214,0.71006954,0.75086755,0.1
0.692731,0.68149996,0.7624095999999999,0.1
0.71727693,0.70571613,0.7636713,0.1
0.75801474,0.7479392,0.7452968000000001,0.11
0.72230214,0.71006954,0.75086755,0.11
0.692731,0.68149996,0.7624095999999999,0.11
0.71727693,0.70571613,0.7636713,0.11
0.75801474,0.7479392,0.7452968000000001,0.12
0.72230214,0.71006954,0.75086755,0.12
0.692731,0.68149996,0.7624095999999999,0.12
0.71727693,0.70571613,0.7636713,0.12
0.75801474,0.7479392,0.7452968000000001,0.13
0.72230214,0.71006954,0.75086755,0.13
0.692731,0.68149996,0.7624095999999999,0.13
0.71727693,0.70571613,0.7636713,0.13
0.75801474,0.7479392,0.7452968000000001,0.14
0.72230214,0.71006954,0.75086755,0.14
0.692731,0.68149996,0.7624095999999999,0.14
0.71727693,0.70571613,0.7636713,0.14
0.75801474,0.7479392,0.7452968000000001,0.15
0.72230214,0.71006954,0.75086755,0.15
0.692731,0.68149996,0.7624095999999999,0.15
0.71727693,0.70571613,0.7636713,0.15
0.75801474,0.7479392,0.7452968000000001,0.16
0.72230214,0.71006954,0.75086755,0.16
0.692731,0.68149996,0.7624095999999999,0.16
0.71727693,0.70571613,0.7636713,0.16
0.75801474,0.7479392,0.7452968000000001,0.17
0.72230214,0.71006954,0.75086755,0.17
0.692731,0.68149996,0.7624095999999999,0.17
0.71727693,0.70571613,0.7636713,0.17
0.75801474,0.7479392,0.7452968000000001,0.18
0.72230214,0.71006954,0.75086755,0.18
0.692731,0.68149996,0.7624095999999999,0.18
0.71727693,0.70571613,0.7636713,0.18
0.75801474,0.7479392,0.7452968000000001,0.19
0.72230214,0.71006954,0.75086755,0.19
0.692731,0.68149996,0.7624095999999999,0.19
0.71727693,0.70571613,0.7636713,0.19
0.75801474,0.7479392,0.7452968000000001,0.2
0.72230214,0.71006954,0.75086755,0.2
0.692731,0.68149996,0.7624095999999999,0.2
0.71727693,0.70571613,0.7636713,0.2
0.75801474,0.7479392,0.7452968000000001,0.21
0.72230214,0.71006954,0.75086755,0.21
0.692731,0.68149996,0.7624095999999999,0.21
0.71727693,0.70571613,0.7636713,0.21
0.75801474,0.7479392,0.7452968000000001,0.22
0.72230214,0.71006954,0.75086755,0.22
0.692731,0.68149996,0.7624095999999999,0.22
0.71727693,0.70571613,0.7636713,0.22
0.75801474,0.7479392,0.7452968000000001,0.23
0.72230214,0.71006954,0.75086755,0.23
0.692731,0.68149996,0.7624095999999999,0.23
0.71727693,0.70571613,0.7636713,0.23
0.75801474,0.7479392,0.7452968000000001,0.24
