NVMe_total_util,CPU,Memory_used,num_workers
0.672214,0.08942568,0.86033493,0.01
0.6696356,0.08942579,0.85824263,0.01
0.6943113000000001,0.09580589,0.86877346,0.01
0.7104577,0.10525586,0.87520695,0.01
0.672214,0.08942568,0.86033493,0.02
0.6696356,0.08942579,0.85824263,0.02
0.6943113000000001,0.09580589,0.86877346,0.02
0.7104577,0.10525586,0.87520695,0.02
0.672214,0.08942568,0.86033493,0.03
0.6696356,0.08942579,0.85824263,0.03
0.6943113000000001,0.09580589,0.86877346,0.03
0.7104577,0.10525586,0.87520695,0.03
0.672214,0.08942568,0.86033493,0.04
0.6696356,0.08942579,0.85824263,0.04
0.6943113000000001,0.09580589,0.86877346,0.04
0.7104577,0.10525586,0.87520695,0.04
0.672214,0.08942568,0.86033493,0.05
0.6696356,0.08942579,0.85824263,0.05
0.6943113000000001,0.09580589,0.86877346,0.05
0.7104577,0.10525586,0.87520695,0.05
0.672214,0.08942568,0.86033493,0.06
0.6696356,0.08942579,0.85824263,0.06
0.6943113000000001,0.09580589,0.86877346,0.06
0.7104577,0.10525586,0.87520695,0.06
0.672214,0.08942568,0.86033493,0.07
0.6696356,0.08942579,0.85824263,0.07
0.6943113000000001,0.09580589,0.86877346,0.07
0.7104577,0.10525586,0.87520695,0.07
0.672214,0.08942568,0.86033493,0.08
0.6696356,0.08942579,0.85824263,0.08
0.6943113000000001,0.09580589,0.86877346,0.08
0.7104577,0.10525586,0.87520695,0.08
0.672214,0.08942568,0.86033493,0.09
0.6696356,0.08942579,0.85824263,0.09
0.6943113000000001,0.09580589,0.86877346,0.09
0.7104577,0.10525586,0.87520695,0.09
0.672214,0.08942568,0.86033493,0.1
0.6696356,0.08942579,0.85824263,0.1
0.6943113000000001,0.09580589,0.86877346,0.1
0.7104577,0.10525586,0.87520695,0.1
0.672214,0.08942568,0.86033493,0.11
0.6696356,0.08942579,0.85824263,0.11
0.6943113000000001,0.09580589,0.86877346,0.11
0.7104577,0.10525586,0.87520695,0.11
0.672214,0.08942568,0.86033493,0.12
0.6696356,0.08942579,0.85824263,0.12
0.6943113000000001,0.09580589,0.86877346,0.12
0.7104577,0.10525586,0.87520695,0.12
0.672214,0.08942568,0.86033493,0.13
0.6696356,0.08942579,0.85824263,0.13
0.6943113000000001,0.09580589,0.86877346,0.13
0.7104577,0.10525586,0.87520695,0.13
0.672214,0.08942568,0.86033493,0.14
0.6696356,0.08942579,0.85824263,0.14
0.6943113000000001,0.09580589,0.86877346,0.14
0.7104577,0.10525586,0.87520695,0.14
0.672214,0.08942568,0.86033493,0.15
0.6696356,0.08942579,0.85824263,0.15
0.6943113000000001,0.09580589,0.86877346,0.15
0.7104577,0.10525586,0.87520695,0.15
0.672214,0.08942568,0.86033493,0.16
