NVMe_total_util,CPU,Memory_used,Goodput,num_workers
0.001999067101941484,0.15272872659642805,0.11592499199999999,0.0,0.96
0.2390615620613174,0.3341059160932455,0.5841592320000001,0.38028176254916346,0.96
0.3022333333336671,0.3621666666663562,0.5841592320000001,0.9042869652643509,0.96
0.29825833333403956,0.35416666665890567,0.57821184,0.5433873720852985,0.96
0.3274698353433325,0.385874275046778,0.57821184,0.8166731239713657,0.96
0.3445313020883853,0.40512700846040106,0.585621504,0.9516885754283048,0.96
0.3320999999996275,0.396500000023904,0.585621504,0.9076459091939462,0.96
0.22594370860874344,0.3254139072674987,0.585621504,0.5946515456,0.96
0.34191275167780155,0.41006711409927266,0.58505216,0.9211544873008468,0.96
0.31846666666727597,0.37733333333550634,0.582283264,0.8903524352000001,0.96
0.4509996667775506,0.5235754748383058,0.582283264,0.7834679367957863,0.96
0.5971259002400523,0.6424879967941781,0.582283264,2.4878498599201064,0.96
0.6605333333320839,0.713583333332402,0.594010112,2.820697755430136,0.96
0.5998649910003042,0.6571438095978616,0.595894272,2.7075837530546627,0.96
0.7732151189917141,0.815762282519466,0.595894272,3.0000893269333333,0.96
0.7293750000001941,0.7816666666573533,0.596430848,4.1600326503631635,0.96
0.6472387015064965,0.695623916824439,0.596430848,2.3122969135538955,0.96
0.7254200840167685,0.7825398412873105,0.596430848,3.4738054260962277,0.96
0.6681721218584342,0.7170188654092831,0.59611136,3.6122964764254752,0.96
0.7762350823387605,0.8339055937087307,0.593092608,3.239277592372825,0.96
0.5408999999999652,0.5989999999913077,0.593092608,2.530094640090661,0.96
0.6781881207927271,0.7130191320622088,0.593092608,3.07830054590306,0.96
0.6263739924043673,0.6662447538543136,0.5927403520000001,2.9481522517333336,0.96
0.6910567749686286,0.740809927279384,0.5929287679999999,3.2063499605333328,0.96
0.6840206013738285,0.7343989599297309,0.5929287679999999,3.2110933333333334,0.96
0.7076361575886947,0.7436004266341887,0.5929287679999999,2.809994742750483,0.96
0.7454080272025352,0.7941529435280164,0.590938112,3.543324554436962,0.96
0.6043263782412489,0.6570228651488427,0.590938112,3.1829647251244615,0.96
0.7653989734021923,0.8088460769325506,0.592203776,3.4297626481655112,0.96
0.7206877583669752,0.7625516735468492,0.590135296,2.742702334218268,0.96
0.5836610892606694,0.6531064595780537,0.590135296,3.392813280885393,0.96
0.7358907260491871,0.7882358823909177,0.592130048,3.839964606092928,0.96
0.5864128623780859,0.6312062645589225,0.592130048,1.6617001474764983,0.96
0.7431727242415184,0.7820106702513571,0.592130048,4.138362737411732,0.96
0.6447570161993159,0.6871041930320669,0.593969152,2.4629010466760963,0.96
0.4595723048209617,0.5199679978696291,0.592523264,2.124374556362909,0.96
0.751274915005057,0.7882641157166159,0.592523264,3.2830020305353687,0.96
0.6798369891322207,0.7238149210052885,0.593256448,2.907803705886274,0.96
0.6706666666669966,0.7224166666700816,0.593256448,3.4756718735915726,0.96
0.7392500000001746,0.7682499999878928,0.594522112,2.758187517098861,0.96
0.7584166666672293,0.8017500000152116,0.594522112,3.809650815121008,0.96
0.5618916666659062,0.6110833333339543,0.59367424,3.215648885274317,0.96
0.6779131391243882,0.724101726548769,0.59367424,2.48070690579372,0.96
0.7338072538167347,0.7743182878852383,0.5947392,3.338577558427714,0.96
0.6727884807678711,0.7061862542438186,0.5947392,3.020140309006004,0.96
0.6052070138008812,0.6465597706656581,0.59455488,2.4194296490666667,0.96
0.771031931204334,0.830094660343249,0.59455488,3.7646229845333328,0.96
0.7392333333336866,0.7751666666784633,0.594358272,3.327445041387098,0.96
0.4987082472166052,0.5630542036005348,0.594358272,1.922344471532749,0.96
0.7587916666666085,0.8555000000012418,0.593461248,3.6896669696,0.96
0.7358749999999418,0.9037500000093133,0.593461248,3.2128971434666678,0.96
0.588634105960897,0.6422185430330971,0.593231872,1.8751966062221042,0.96
