NVMe_from_ceph,NVMe_from_transfer,NVMe_total_util,CPU,Goodput,Memory_used,NIC_speed,Packet_losses,network_throughput,CPU_count,Memory_total,Storage_count,num_workers
0.0,86406758.4,0.5015999999828636,0.6359999988228084,1090188083.2,11072045056.0,100000000000.0,1.2,86530030.0,16.0,34359740000.0,8.0,50.0
134217728.0,2300411084.7999997,6.883999999985099,6.902000000700355,2360119603.2,11094810624.0,100000000000.0,1.2,2307803269.2,16.0,34359740000.0,8.0,50.0
134283264.0,2329100288.0,6.347199999936857,6.7719999983906725,2405674188.7999997,11094937600.0,100000000000.0,1.4,2322498957.2,16.0,34359740000.0,8.0,50.0
134217728.0,2502532300.8,7.3823999999789525,7.397999999299644,2506939392.0,11091148800.0,100000000000.0,1.2,2505929702.8,16.0,34359740000.0,8.0,50.0
134968115.2,3199047270.4,7.2,9.2760000012815,3078239027.2,11084259328.0,100000000000.0,1.2,3203094582.6,16.0,34359740000.0,8.0,50.0
19922944.0,3169746124.7999997,7.053600000031292,9.53399999961257,3168522035.2,11089473536.0,100000000000.0,1.2,3173642279.8,16.0,34359740000.0,8.0,50.0
20696268.8,2865109401.6,6.676800000015646,8.374000000581148,2858506649.6,11086991360.0,100000000000.0,1.2,2867483722.4,16.0,34359740000.0,8.0,50.0
19922943.999999996,3077001216.0,6.714400000008755,9.178000000119209,3102956748.8,11108225024.0,100000000000.0,1.4,3081317619.8,16.0,34359740000.0,8.0,50.0
19922944.0,3038071193.6,6.757599999988451,8.879999999329451,3124069171.2000003,11092520960.0,100000000000.0,1.2,3041763379.6,16.0,34359740000.0,8.0,88.0
69206016.0,2946876211.2,6.899200000008568,8.93999999947846,2886284697.6000004,11099193344.0,100000000000.0,1.2,2950509929.2,16.0,34359740000.0,8.0,88.0
69206016.0,3051389747.2,6.992800000030547,8.87000000141561,3133255680.0,11074809856.0,100000000000.0,1.4,3055939461.8,16.0,34359740000.0,8.0,88.0
69206016.0,2988885606.4,6.778399999998509,8.90599999986589,3056195072.0,11093344256.0,100000000000.0,1.4,2993185168.6,16.0,34359740000.0,8.0,88.0
69206016.0,2911373721.6,6.746399999991991,8.642000000923872,2948254105.6,11084926976.0,100000000000.0,1.8,2915231428.0,16.0,34359740000.0,8.0,88.0
158334976.0,1095132774.4,4.459199999971315,3.8060000002384182,2336185241.6000004,11097563136.0,100000000000.0,1.6,1096548693.2,16.0,34359740000.0,8.0,88.0
158334976.0,2926761574.4,6.860800000047312,8.619999999180434,2934127820.8,11092869120.0,100000000000.0,1.6,2930741470.8,16.0,34359740000.0,8.0,88.0
158334976.0,3476235878.4,7.273599999956787,10.13199999965727,2852336128.0,11097710592.0,100000000000.0,2.6,3481152473.2,16.0,34359740000.0,8.0,88.0
158334976.00000003,3021400473.6000004,6.967999999970198,8.991999999061225,3030909747.2,11082498048.0,100000000000.0,1.4,3025478705.4,16.0,34359740000.0,8.0,60.0
207618048.0,497152000.0,4.333600000012666,1.2799999997019764,438364569.6,11058343936.0,100000000000.0,1.6,497481291.6,16.0,34359740000.0,8.0,60.0
207618048.0,963960832.0,6.377600000007079,2.641999999806285,1740463308.8,11069026304.0,100000000000.0,1.2,965351135.8,16.0,34359740000.0,8.0,60.0
207618048.0,2619726233.6000004,6.7648000000044695,7.946000000089407,2544922112.0,11087646720.0,100000000000.0,1.2,2624243716.0,16.0,34359740000.0,8.0,60.0
207618048.0,2954403020.8,7.113599999994039,8.744000000134111,2879311872.0,11073945600.0,100000000000.0,1.6,2958396821.6,16.0,34359740000.0,8.0,60.0
8388608.0,3425357004.7999997,7.23039999997709,10.117999999225141,3248015462.4,11070312448.0,100000000000.0,1.2,3430243036.2,16.0,34359740000.0,8.0,60.0
8388608.0,2956145459.2000003,6.7599999999860305,8.575999999418856,3483575910.4000006,11075526656.0,100000000000.0,1.2,2960234439.0,16.0,34359740000.0,8.0,60.0
8388608.0,3275975065.6,7.148800000012853,9.430000000819563,3193405440.0,11090489344.0,100000000000.0,1.2,3281885554.6,16.0,34359740000.0,8.0,60.0
8388608.0,2393159270.4,6.250399999995716,7.090000000968574,2105235046.4,11069825024.0,100000000000.0,1.2,2396119338.0,16.0,34359740000.0,8.0,50.0
