time,predict_throughput
2021-03-23 14:14:03.531726,2836102247.238159
2021-03-23 14:16:03.472058,3203372657.2990417
2021-03-23 14:18:03.553504,3248681724.0715027
2021-03-23 14:20:03.509229,3315899968.147278
2021-03-23 14:22:03.556570,3273649513.721466
