time,predict_throughput
2021-03-23 14:33:25.881762,3590503334.9990845
2021-03-23 14:35:25.897991,3990100622.177124
2021-03-23 14:37:25.813805,3693994879.722595
2021-03-23 14:39:25.845876,3561859130.859375
2021-03-23 14:41:25.851015,3589819073.677063
