time,predict_throughput
2021-03-23 11:17:18.571970,3256809711.456299
2021-03-23 11:19:18.536169,4694769978.523254
2021-03-23 11:21:18.565258,3712540268.8980103
2021-03-23 11:23:18.573407,4493553638.458252
2021-03-23 11:25:18.543617,4914940595.626831
