time,predict_throughput
2021-03-22 18:40:41.321319,4185690879.8217773
2021-03-22 18:42:41.269452,4238453507.423401
2021-03-22 18:44:41.331145,4342272281.6467285
2021-03-22 18:46:41.286601,4344589710.235596
2021-03-22 18:48:41.291586,4255449771.8811035
