time,predict_throughput
2021-03-23 15:29:58.162489,1477705836.2960815
2021-03-23 15:31:58.254432,10932652950.286865
2021-03-23 15:33:58.216603,8958127498.626709
2021-03-23 15:35:58.189675,7510265111.923218
2021-03-23 15:37:58.162224,6883589625.358582
