Time,NVMe_from_ceph,NVMe_from_transfer,NVMe_total_util,CPU,Goodput,Memory_used,NIC_speed,network_throughput,num_workers
2020-11-15 10:12:27.269000053,0.0,0.0,0.0,0.21600000020116594,0.0,8227946496.0,100000000000.0,793.2,63
2020-11-15 10:12:42.269000053,0.0,3746250752.0000005,7.799999999998545,10.524000000394883,3897064652.7999997,8230559744.0,100000000000.0,3751693084.2,63
2020-11-15 10:12:57.269000053,0.0,3104328908.8,7.578399999999965,8.26399999987334,3055307161.6000004,8241733632.0,100000000000.0,3098313799.4,63
2020-11-15 10:13:12.269000053,0.0,4858107494.400001,7.6919999999983695,13.438000000081956,4231829094.4000006,8239992832.0,100000000000.0,4864735988.6,63
2020-11-15 10:13:27.269000053,0.0,3832642764.8,7.469600000002537,11.11400000024587,4969200025.6,8239915008.0,100000000000.0,3837702605.4,63
2020-11-15 10:13:42.269000053,0.0,4551856947.200001,7.595199999997567,12.93800000064075,4778383769.599999,8241352704.0,100000000000.0,4558249998.6,63
2020-11-15 10:13:57.269000053,0.0,4781275545.599999,7.681599999999162,13.332000000216071,4954977075.200001,8240234496.0,100000000000.0,4787866997.8,63
2020-11-15 10:14:12.269000053,0.0,4500050739.2,7.631200000001989,12.712000000849367,4536125030.4,8239562752.0,100000000000.0,4506403003.0,63
2020-11-15 10:14:27.269000053,0.0,4723892224.0,7.7,13.032000000216067,4816812441.6,8240459776.0,100000000000.0,4741576885.8,63
2020-11-15 10:14:42.269000053,0.0,4182239641.6,7.6287999999985905,12.078000000305474,4889081446.4,8240762880.0,100000000000.0,4189180548.8,63
2020-11-15 10:14:57.269000053,0.0,4161102643.2,7.5936000000001505,11.784000000357628,4152918016.0,8240435200.0,100000000000.0,4166567354.8,63
2020-11-15 10:15:12.269000053,0.0,4277830451.1999993,7.563199999998323,12.141999999806282,4677827788.8,8239345664.0,100000000000.0,4283133705.2,63
2020-11-15 10:15:27.269000053,0.0,3872736870.4,7.363199999999778,11.09199999999255,4149753446.3999996,8241192960.0,100000000000.0,3878584199.4,63
2020-11-15 10:15:42.269000053,0.0,4281171148.8,7.428000000001339,12.336000000126656,3978096640.0,8242012160.0,100000000000.0,4286997735.4,63
2020-11-15 10:15:57.269000053,0.0,4155024179.2000003,7.5655999999988115,11.838000000081957,4981862400.0,8241143808.0,100000000000.0,4160649105.4,63
2020-11-15 10:16:12.269000053,0.0,4974772223.999999,7.704799999999522,13.611999999918043,4240441344.0,8240779264.0,100000000000.0,4976237261.4,63
2020-11-15 10:16:27.269000053,0.0,4342920806.400001,7.302400000000489,12.08999999947846,3840309657.6,8238227456.0,100000000000.0,4348098627.0,63
2020-11-15 10:16:42.269000053,0.0,4626631884.8,7.683999999999652,13.217999999970196,4487110655.999999,8240398336.0,100000000000.0,4633191783.2,63
2020-11-15 10:16:57.269000053,0.0,4589074841.599999,7.575999999998022,12.758000000007447,3534952038.4,8240857088.0,100000000000.0,4582654015.4,63
2020-11-15 10:17:12.269000053,0.0,4181325414.3999996,7.571199999998499,11.8980000006035,4487860224.0,8240418816.0,100000000000.0,4189432203.0,63
2020-11-15 10:17:27.269000053,0.0,4891962572.8,7.660800000000745,13.514000000245867,3985640652.8,8240754688.0,100000000000.0,4899172449.8,63
2020-11-15 10:17:42.269000053,0.0,4411228159.999999,7.479200000001583,12.580000000074506,4311053107.2,8240136192.0,100000000000.0,4424569980.4,63
2020-11-15 10:17:57.269000053,0.0,4887571660.8,7.679200000001583,13.413999999873342,4124118220.8,8238641152.0,100000000000.0,4892918494.6,63
2020-11-15 10:18:12.269000053,0.0,4068918886.4,7.625599999999395,11.466000000573693,4849881088.0,8240566272.0,100000000000.0,4074508838.0,63
2020-11-15 10:18:27.269000053,0.0,4662120448.0,7.591199999999663,12.989999999664724,4255477760.0,8239841280.0,100000000000.0,4668364008.8,63
2020-11-15 10:18:42.269000053,0.0,4347063500.8,7.696800000000804,12.43000000026077,4646604800.0,8240648192.0,100000000000.0,4354226298.0,63
2020-11-15 10:18:57.269000053,0.0,4239176499.2,7.595999999997731,12.000000000745057,4102092390.4,8242266112.0,100000000000.0,4246053906.8,63
2020-11-15 10:19:12.269000053,0.0,3923559219.2,7.366400000001885,11.215999999642372,4233654272.0,8238284800.0,100000000000.0,3929354352.4,63
2020-11-15 10:19:27.269000053,0.0,4296844902.4,7.558399999997346,12.056000000052155,4940919603.2,8238821376.0,100000000000.0,4302589496.0,63
2020-11-15 10:19:42.269000053,0.0,4021761638.4000006,7.621600000000035,11.802000000327826,4021274214.4,8242413568.0,100000000000.0,4031223185.0,63
2020-11-15 10:19:57.269000053,0.0,4403925811.2,7.595199999997567,12.306000000983477,4825459097.599999,8240934912.0,100000000000.0,4409842566.6,63
2020-11-15 10:20:12.269000053,0.0,5409762508.8,7.8599999999976715,14.677999999560416,5247088230.399999,8241311744.0,100000000000.0,5417343164.2,63
