Time,NVMe_from_ceph,NVMe_from_transfer,NVMe_total_util,CPU,Goodput,Memory_used,NIC_speed,network_throughput,num_workers
2020-11-15 11:37:46.982000113,0.0,0.0,0.0,0.2020000008866193,0.0,8232845312.0,100000000000.0,3918.2,72
2020-11-15 11:38:01.982000113,0.0,3812913152.0,7.921600000000036,10.511999999918045,3914330726.4,8260833280.0,100000000000.0,3816752381.0,72
2020-11-15 11:38:16.982000113,0.0,3224734105.6,7.569599999999627,8.53600000012666,3183251456.0000005,8249733120.0,100000000000.0,3212010692.0,72
2020-11-15 11:38:31.982000113,0.0,4063445811.1999993,7.476799999999638,11.813999999687073,4260255539.2000003,8248979456.0,100000000000.0,4068487678.2,72
2020-11-15 11:38:46.982000113,0.0,5408877772.799999,7.708799999997427,13.931999999843537,4319321292.8,8245641216.0,100000000000.0,5408951653.2,72
2020-11-15 11:39:01.982000113,0.0,4822578790.400001,7.597600000002421,13.340000000409782,4668665139.2,8265666560.0,100000000000.0,4829119653.2,72
2020-11-15 11:39:16.982000113,0.0,3785126707.2000003,7.224799999999232,11.014000000059603,4490280140.8,8246173696.0,100000000000.0,3791732293.2,72
2020-11-15 11:39:31.982000113,0.0,3767880089.6000004,7.534399999996822,11.039999999664724,4090408345.6,8243728384.0,100000000000.0,3779656047.4,72
2020-11-15 11:39:46.982000113,0.0,4987555020.8,7.619200000002455,13.945999999903142,4524380979.2,8245678080.0,100000000000.0,4994391419.2,72
2020-11-15 11:40:01.982000113,0.0,4411086438.4,7.650400000002991,12.39799999985844,4130217164.8000007,8267567104.0,100000000000.0,4417231912.0,72
2020-11-15 11:40:16.982000113,0.0,4623371468.8,7.674400000000605,12.76800000015646,4804215603.2,8244764672.0,100000000000.0,4635676231.4,72
2020-11-15 11:40:31.982000113,0.0,3510814310.4,7.371999999998661,10.704000000096858,3528252211.2000003,8245592064.0,100000000000.0,3508968882.2,72
2020-11-15 11:40:46.982000113,0.0,4657094656.000001,7.726399999998102,12.729999999701977,4821816934.4,8245587968.0,100000000000.0,4663220484.0,72
2020-11-15 11:41:01.982000113,0.0,4163962470.4,7.588800000000629,11.80599999986589,4593872896.0,8266866688.0,100000000000.0,4172704177.2,72
2020-11-15 11:41:16.982000113,0.0,4142987673.6,7.392799999998533,11.837999999523165,3813350604.8,8248209408.0,100000000000.0,4154324927.4,72
2020-11-15 11:41:31.982000113,0.0,4261676646.3999996,7.440800000001037,12.251999999396505,4058384793.6,8250060800.0,100000000000.0,4260831154.0,72
2020-11-15 11:41:46.982000113,0.0,4647477248.000001,7.5512000000017,12.912000000476835,4507514470.4,8246472704.0,100000000000.0,4654562795.8,72
2020-11-15 11:42:01.982000113,0.0,4350950604.8,7.355199999999604,12.436000000685453,3905300070.4000006,8268238848.0,100000000000.0,4367248643.2,72
2020-11-15 11:42:16.982000113,0.0,4873447014.4,7.716800000000513,13.262000000849364,5009552998.4,8245293056.0,100000000000.0,4892231562.4,72
2020-11-15 11:42:31.982000113,0.0,3466458726.3999996,7.183199999998032,10.575999999791383,4079892070.4,8246218752.0,100000000000.0,3471723028.8,72
2020-11-15 11:42:46.982000113,0.0,4197497241.6000004,7.416800000000512,12.058000000752509,3531577753.6,8246149120.0,100000000000.0,4195407522.4,72
2020-11-15 11:43:01.982000113,0.0,5250985164.8,7.744799999998941,14.208000000007447,4275722649.5999994,8265318400.0,100000000000.0,5257887048.4,72
2020-11-15 11:43:16.982000113,0.0,5517062963.2,7.844000000001689,14.760000000149013,4768852377.599999,8246411264.0,100000000000.0,5523962726.8,72
2020-11-15 11:43:31.982000113,0.0,5553524736.0,7.831199999999081,15.077999999932947,5032075264.0,8245899264.0,100000000000.0,5560050264.4,72
2020-11-15 11:43:46.982000113,0.0,5606049382.400001,7.77599999999802,14.996000000089408,4887603609.6,8244473856.0,100000000000.0,5628595163.6,72
2020-11-15 11:44:01.982000113,0.0,4658137497.6,7.685599999999976,13.03799999989569,4378261094.4,8266756096.0,100000000000.0,4663265433.0,72
2020-11-15 11:44:16.982000113,0.0,4558289305.6,7.585600000002888,12.553999999910591,3671434035.2,8246611968.0,100000000000.0,4564850368.0,72
2020-11-15 11:44:31.982000113,0.0,4485354291.2,7.632000000003608,12.795999999903142,4682369433.6,8245460992.0,100000000000.0,4491650019.2,72
2020-11-15 11:44:46.982000113,0.0,4365052313.6,7.3263999999981015,12.343999999575317,3938609561.6,8243752960.0,100000000000.0,4365581378.6,72
2020-11-15 11:45:01.982000113,0.0,4995780608.0,7.673600000000443,13.905999999679622,4587465113.6,8265228288.0,100000000000.0,5002490497.0,72
2020-11-15 11:45:16.982000113,0.0,4270328217.6000004,7.6055999999996855,12.149999999627472,4518650675.200001,8248229888.0,100000000000.0,4273870023.4,72
2020-11-15 11:45:31.982000113,0.0,4727283712.0,7.632800000000862,13.457999999448658,4251810201.6000004,8246534144.0,100000000000.0,4733288206.0,72
