Time,NVMe_from_ceph,NVMe_from_transfer,NVMe_total_util,CPU,Goodput,Memory_used,NIC_speed,network_throughput,num_workers
2020-11-15 08:51:09.828000069,6656.0,0.0,0.0135999999998603,0.2760000007227067,0.0,8223285248.0,100000000000.0,4309.8,54
2020-11-15 08:51:24.828000069,0.0,3880126873.6000004,7.904000000003725,11.053999999910594,3824230400.0,8231895040.0,100000000000.0,3885924552.2,54
2020-11-15 08:51:39.828000069,0.0,2934226944.0000005,7.160799999997835,7.7520000003278255,2743672012.8,8237760512.0,100000000000.0,2922322671.2,54
2020-11-15 08:51:54.828000069,0.0,3662357299.2000003,7.366400000001885,10.45600000023842,4380218163.2,8236146688.0,100000000000.0,3678586532.4,54
2020-11-15 08:52:09.828000069,0.0,4620479692.799999,7.660000000002038,12.774000000208618,4576756531.2,8235212800.0,100000000000.0,4626242020.6,54
2020-11-15 08:52:24.828000069,0.0,4483278438.400001,7.663200000001235,12.82999999951571,4711532953.6,8236998656.0,100000000000.0,4488681797.4,54
2020-11-15 08:52:39.828000069,0.0,3790848000.0000005,7.476800000002549,10.92000000011176,4463751168.0,8235597824.0,100000000000.0,3795764251.0,54
2020-11-15 08:52:54.828000069,0.0,4154867712.0,7.575200000002224,11.74199999999255,3990720512.0,8235900928.0,100000000000.0,4160714458.4,54
2020-11-15 08:53:09.828000069,0.0,4840710144.0,7.647999999999593,13.43600000012666,5003821875.2,8236285952.0,100000000000.0,4838266241.6,54
2020-11-15 08:53:24.828000069,0.0,5056401408.0,7.642399999998452,13.929999999888244,4514098380.8,8237092864.0,100000000000.0,5069571464.6,54
2020-11-15 08:53:39.828000069,0.0,4835935027.2,7.684799999999814,13.069999999739231,5749314355.2,8234938368.0,100000000000.0,4838066462.8,54
2020-11-15 08:53:54.828000069,0.0,3190835609.6,6.936000000001513,9.646000000089407,3624572518.4,8236032000.0,100000000000.0,3195503808.0,54
2020-11-15 08:54:09.828000069,0.0,3519175884.8,7.299200000001292,10.348000000230966,3868175564.8000007,8235466752.0,100000000000.0,3523201797.4,54
2020-11-15 08:54:24.828000069,0.0,4276494336.0,7.5984000000025835,12.257999999634922,4871494041.6,8237760512.0,100000000000.0,4282927935.0,54
2020-11-15 08:54:39.828000069,0.0,4655019622.4,7.664800000003015,12.941999999806285,4446835507.2,8235757568.0,100000000000.0,4661299582.2,54
2020-11-15 08:54:54.828000069,0.0,5193460121.6,7.7399999999994185,14.211999999918042,4729805209.6,8234586112.0,100000000000.0,5200916217.4,54
2020-11-15 08:55:09.828000069,0.0,4384183910.400001,7.619200000002456,12.196000000461936,4114733465.6,8241700864.0,100000000000.0,4393233411.0,54
2020-11-15 08:55:24.828000069,0.0,4386149990.400001,7.5608000000022,12.623999999649824,3981581516.7999997,8236584960.0,100000000000.0,4392404330.8,54
2020-11-15 08:55:39.828000069,0.0,4229173248.0,7.384800000002724,11.760000000149011,5029567692.800001,8234430464.0,100000000000.0,4225577495.6,54
2020-11-15 08:55:54.828000069,0.0,4241525145.6,7.427999999998428,12.108000000379977,4581213798.400001,8236634112.0,100000000000.0,4247570864.6,54
2020-11-15 08:56:09.828000069,0.0,3505022566.399999,7.227999999999884,10.348000000417231,4622855372.8,8235143168.0,100000000000.0,3509974925.2,54
2020-11-15 08:56:24.828000069,0.0,4548281958.4,7.646400000000722,12.996000000648202,4435316736.0,8237531136.0,100000000000.0,4552686753.2,54
2020-11-15 08:56:39.828000069,0.0,4559000371.200001,7.709599999999046,12.58400000073016,3778938470.4,8234639360.0,100000000000.0,4564965969.8,54
2020-11-15 08:56:54.828000069,0.0,4226900787.2000003,7.457600000001548,11.960000000335278,3702004940.8,8236609536.0,100000000000.0,4232614785.4,54
2020-11-15 08:57:09.828000069,0.0,4408861491.2,7.542399999996998,12.343999999575317,4416644710.4,8236277760.0,100000000000.0,4415735003.6,54
2020-11-15 08:57:24.828000069,0.0,5037927628.8,7.736800000000221,13.979999999888244,4892346777.6,8236675072.0,100000000000.0,5043844476.6,54
2020-11-15 08:57:39.828000069,0.0,3607689625.6,7.3216000000014905,10.494000000134108,4772842700.8,8236494848.0,100000000000.0,3612653594.4,54
2020-11-15 08:57:54.828000069,0.0,4351391334.4,7.614400000001479,12.184000000171364,4071266713.6,8237318144.0,100000000000.0,4358290927.4,54
2020-11-15 08:58:09.828000069,0.0,4010325606.3999996,7.516799999999057,11.639999999664726,4543114444.799999,8234692608.0,100000000000.0,4015723241.0,54
2020-11-15 08:58:24.828000069,0.0,3539601817.6000004,7.071200000001408,10.694000000134112,3870631526.3999996,8235855872.0,100000000000.0,3546473226.2,54
2020-11-15 08:58:39.828000069,0.0,4971268505.599999,7.644800000001851,13.611999999545514,4812550144.0,8235442176.0,100000000000.0,4978046825.8,54
2020-11-15 08:58:54.828000069,55705.59999999999,4403796377.6,7.545599999999103,12.413999999687078,4846877900.8,8236363776.0,100000000000.0,4409019229.2,54
