Time,NVMe_from_ceph,NVMe_from_transfer,NVMe_total_util,CPU,Goodput,Memory_used,NIC_speed,network_throughput,num_workers
2020-11-15 10:03:34.938999891,0.0,0.0,0.0,0.6060000006109474,0.0,8229752832.0,100000000000.0,4063.8,62
2020-11-15 10:03:49.938999891,0.0,3948054937.6,7.915199999998731,10.829999999701977,3728221798.4,8232464384.0,100000000000.0,3953638653.2,62
2020-11-15 10:04:04.938999891,0.0,3073394278.3999996,7.538400000003458,8.27599999960512,3049692364.8,8262504448.0,100000000000.0,3071916127.6,62
2020-11-15 10:04:19.938999891,0.0,4274706841.6,7.47439999999915,11.827999999932944,3778270003.2,8239497216.0,100000000000.0,4281148878.8,62
2020-11-15 10:04:34.938999891,0.0,4539732787.200001,7.495200000000477,13.114000000245868,4368135782.400001,8241524736.0,100000000000.0,4545853922.4,62
2020-11-15 10:04:49.938999891,0.0,4912929996.799999,7.778400000001421,13.432000000029804,4895449088.0,8239931392.0,100000000000.0,4919640106.4,62
2020-11-15 10:05:04.938999891,0.0,5122469887.999999,7.642400000001362,13.580000000447036,5697594163.2,8261218304.0,100000000000.0,5123130124.2,62
2020-11-15 10:05:19.938999891,0.0,4562318950.4,7.5288000000000475,12.447999999858439,3839062015.9999995,8240267264.0,100000000000.0,4567317629.4,62
2020-11-15 10:05:34.938999891,0.0,4891134361.6,7.563199999998323,13.782000000029806,4483687219.2,8242794496.0,100000000000.0,4902051285.0,62
2020-11-15 10:05:49.938999891,0.0,4359681638.4,7.586399999998685,12.332000000029801,4196345446.4,8239525888.0,100000000000.0,4380082820.0,62
2020-11-15 10:06:04.938999891,0.0,4245368012.799999,7.693600000000152,12.129999999515713,4729380044.799999,8263331840.0,100000000000.0,4250937135.4,62
2020-11-15 10:06:19.938999891,0.0,4818191155.2,7.60399999999936,13.358000000007447,3731993395.2,8241471488.0,100000000000.0,4824931943.6,62
2020-11-15 10:06:34.938999891,0.0,5116334080.0,7.729599999998754,14.137999999523162,5213775462.4,8238481408.0,100000000000.0,5122394259.0,62
2020-11-15 10:06:49.938999891,0.0,4853361049.6,7.678399999999965,13.329999999888244,4836099686.400001,8238256128.0,100000000000.0,4862516315.0,62
2020-11-15 10:07:04.938999891,0.0,5297735270.400001,7.790399999999499,14.484000000357627,5170688000.0,8261492736.0,100000000000.0,5304509891.4,62
2020-11-15 10:07:19.938999891,0.0,5660422963.200001,7.80799999999872,15.244000000320375,4839219200.0,8240971776.0,100000000000.0,5672851465.8,62
2020-11-15 10:07:34.938999891,0.0,4507224473.600001,7.660000000002038,12.741999999992549,5098523852.8,8242589696.0,100000000000.0,4511849440.8,62
2020-11-15 10:07:49.938999891,0.0,4648194867.2,7.5824000000007805,13.03799999970943,4507584921.599999,8242827264.0,100000000000.0,4654527686.0,62
2020-11-15 10:08:04.938999891,0.0,4662499737.6,7.588799999996263,13.333999999798834,4356943052.8,8258723840.0,100000000000.0,4667682375.2,62
2020-11-15 10:08:19.938999891,0.0,3253087436.7999997,6.756000000002676,10.125999999791382,4008615116.7999997,8239976448.0,100000000000.0,3257450322.8,62
2020-11-15 10:08:34.938999891,0.0,4835392716.8,7.674399999997694,13.633999999426308,4790004940.8,8240988160.0,100000000000.0,4842290072.2,62
2020-11-15 10:08:49.938999891,0.0,4954153779.2,7.704799999999522,13.5839999999851,5501267968.0,8240316416.0,100000000000.0,4962489840.0,62
2020-11-15 10:09:04.938999891,0.0,4761074073.599999,7.583999999999651,12.918000000528991,4171671961.6,8260210688.0,100000000000.0,4767523164.6,62
2020-11-15 10:09:19.938999891,0.0,4229323980.7999997,7.433599999995204,12.029999999329451,5090661990.4,8240111616.0,100000000000.0,4234687701.2,62
2020-11-15 10:09:34.938999891,0.0,4510684774.4,7.571200000001409,12.672000000067051,5168211558.4,8242642944.0,100000000000.0,4516846585.8,62
2020-11-15 10:09:49.938999891,0.0,5125260083.2,7.7120000000039,14.047999999672172,4156186624.0,8238424064.0,100000000000.0,5142173952.0,62
2020-11-15 10:10:04.938999891,0.0,5250355200.0,7.802400000001945,14.622000000067056,4883745177.6,8263020544.0,100000000000.0,5256724491.2,62
2020-11-15 10:10:19.938999891,0.0,4118469017.6,7.541599999999744,11.617999999783935,4690595020.8,8240922624.0,100000000000.0,4132974702.4,62
2020-11-15 10:10:34.938999891,0.0,5034110156.799999,7.733599999999569,13.888000000081956,4966049382.400001,8239460352.0,100000000000.0,5043702043.2,62
2020-11-15 10:10:49.938999891,0.0,4430754611.2,7.619999999999709,12.40799999963492,4277339750.4,8237850624.0,100000000000.0,4435969387.2,62
2020-11-15 10:11:04.938999891,0.0,4568107417.599999,7.436800000001677,12.765999999642373,4549384601.599999,8260771840.0,100000000000.0,4570695052.6,62
2020-11-15 10:11:19.938999891,0.0,4359093452.8,7.632000000000699,12.297999999858437,5135185510.4,8238981120.0,100000000000.0,4366604247.0,62
