NVMe_from_ceph,NVMe_from_transfer,NVMe_total_util,CPU,Goodput,Memory_used,NIC_speed,Packet_losses,network_throughput,CPU_count,Memory_total,Storage_count,num_workers
0.0,550300057.5999999,1.9152000000234692,1.887999998405576,1558183116.8,11143831552.0,100000000000.0,1.4,550983714.6,16.0,34359740000.0,8.0,50.0
134224281.6,2217935667.2,6.730400000023655,6.803999999165535,2382108262.4,11164680192.0,100000000000.0,6.6,2221658802.4,16.0,34359740000.0,8.0,50.0
134217728.0,2514260787.2,7.299200000008569,7.224000000208617,2515141427.2,11155394560.0,100000000000.0,0.8,2517820462.8,16.0,34359740000.0,8.0,50.0
134234112.0,2426400768.0,6.972800000011921,7.180000001192093,2336347750.4,11157303296.0,100000000000.0,1.8,2426988134.0,16.0,34359740000.0,8.0,50.0
134217728.0,3089331814.3999996,7.168800000008196,9.203999999910593,3080792473.6,11164971008.0,100000000000.0,1.2,3094019702.8,16.0,34359740000.0,8.0,50.0
19939328.0,3113073868.7999997,6.733599999989382,9.526000000163913,3148691046.4,11164033024.0,100000000000.0,1.2,3117359699.4,16.0,34359740000.0,8.0,50.0
19922944.0,3103665356.7999997,6.822399999992922,9.257999998703598,3114238771.2,11161157632.0,100000000000.0,1.4,3108193447.2,16.0,34359740000.0,8.0,50.0
19922944.0,3157373747.1999993,6.9151999999769025,9.18600000143051,3229052108.7999997,11166650368.0,100000000000.0,1.2,3161557926.4,16.0,34359740000.0,8.0,50.0
19922943.999999996,3101822976.0,6.85199999997858,9.176000000536444,3292581068.7999997,11167186944.0,100000000000.0,1.2,3105923517.4,16.0,34359740000.0,8.0,44.0
69206016.0,3049211494.3999996,6.963999999966472,9.252000000327824,2869783756.8,11162693632.0,100000000000.0,1.8,3054036869.6,16.0,34359740000.0,8.0,44.0
69206016.0,3123013222.3999996,6.964000000013039,9.231999999657273,3093630976.0,11155419136.0,100000000000.0,1.4,3127468195.0,16.0,34359740000.0,8.0,44.0
69206016.0,3532385484.7999997,7.271199999982492,10.231999999657274,3444296089.6000004,11165065216.0,100000000000.0,2.0,3537371039.0,16.0,34359740000.0,8.0,44.0
69206016.0,2669791641.6000004,6.853599999961444,7.9,2557146726.4,11160535040.0,100000000000.0,1.6,2673617751.8,16.0,34359740000.0,8.0,44.0
158544691.20000002,3033327206.4,6.946400000038557,9.25999999977648,2814661427.2000003,11161915392.0,100000000000.0,1.2,3036217317.4,16.0,34359740000.0,8.0,44.0
158334976.0,3606505881.6,7.306399999978021,10.432000000029804,3091546931.2000003,11161231360.0,100000000000.0,1.2,3611700494.0,16.0,34359740000.0,8.0,44.0
158334976.00000003,2597810176.0,6.392800000007265,7.958000000938774,2759331020.8,11160723456.0,100000000000.0,1.4,2601562871.4,16.0,34359740000.0,8.0,44.0
158334976.00000003,3399122124.7999997,7.236800000024959,9.901999999955299,3890733056.0,11182874624.0,100000000000.0,1.2,3403622819.2,16.0,34359740000.0,8.0,89.0
207618048.0,3257122816.0,6.9680000000167635,9.768000001087783,3072318668.8000007,11191902208.0,100000000000.0,4.4,3261597205.4,16.0,34359740000.0,8.0,89.0
207618048.0,2928848076.7999997,6.932800000021235,8.699999998509883,2531913728.0,11189551104.0,100000000000.0,1.6,2932751380.4,16.0,34359740000.0,8.0,89.0
207618048.0,2610417664.0,6.827999999979511,7.786000001057983,2629323161.6,11184865280.0,100000000000.0,1.4,2614327175.8,16.0,34359740000.0,8.0,89.0
207618048.0,3594561126.3999996,7.492000000015833,10.352000000327823,3526687948.8,11197198336.0,100000000000.0,1.2,3599539857.8,16.0,34359740000.0,8.0,89.0
8388608.0,2761106227.2,6.5807999999960884,8.42399999946356,2677248819.2,11203817472.0,100000000000.0,1.4,2764449275.4,16.0,34359740000.0,8.0,89.0
8388608.0,2884872601.6,6.63440000002738,8.520000000298023,2986867916.7999997,11203457024.0,100000000000.0,1.2,2888760371.0,16.0,34359740000.0,8.0,89.0
8388608.0,2606137344.0,6.399199999962002,7.817999999597668,2407536230.4,11196383232.0,100000000000.0,1.4,2610325257.6,16.0,34359740000.0,8.0,89.0
8388608.0,2855012761.6000004,6.560000000009313,8.385999999567865,3147525324.8,11192446976.0,100000000000.0,1.6,2859053363.6,16.0,34359740000.0,8.0,50.0
